@relation train_splitted

@ATTRIBUTE Loan_Closed_Days_Since REAL
@ATTRIBUTE Census_Block_Order_Key REAL
@ATTRIBUTE Foa_Mgmt_Co_Dim_Key REAL
@ATTRIBUTE Owner_Key REAL
@ATTRIBUTE Stmt_Days_Since REAL
@ATTRIBUTE Total_Total_Funds_Flow_Prior_To_Ce__DS REAL
@ATTRIBUTE Total_Replacement_Reserve_Reimbursements REAL
@ATTRIBUTE Total_Interest_Income_Earned_On_RR_And_Special_Escrow REAL
@ATTRIBUTE Total_Gross_Debt_Service__Mortgage REAL
@ATTRIBUTE Total_Gross_Debt_Service__Energy_Loans REAL
@ATTRIBUTE Total_Current_Assets REAL
@ATTRIBUTE Total_Current_Liabilities REAL
@ATTRIBUTE Current_Portion_Of_Mortgage_Payable REAL
@ATTRIBUTE Notes__Advances__Due_Within_1_Year REAL
@ATTRIBUTE Gross_Sf_Residential REAL
@ATTRIBUTE Gross_Sf_Residential_Communal REAL
@ATTRIBUTE Gross_Sf_Residential_Noncommunal REAL
@ATTRIBUTE Gross_Sf_Commercial REAL
@ATTRIBUTE Gross_Sf_Unfinished_Space REAL
@ATTRIBUTE Gross_Sf_Parking_Structure REAL
@ATTRIBUTE Square_Footage_Net_Rentable REAL
@ATTRIBUTE Square_Footage_Residential_Net_Rentable REAL
@ATTRIBUTE Square_Footage_Commercial_Net_Rentable REAL
@ATTRIBUTE Number_Of_Buildings REAL
@ATTRIBUTE Number_Of_Predominant_Stories REAL
@ATTRIBUTE Number_Of_Elevators REAL
@ATTRIBUTE Total_Gross_Sf_Land REAL
@ATTRIBUTE Total_Gross_Sf_Buildings REAL
@ATTRIBUTE Total_Rental_Units REAL
@ATTRIBUTE Low_Income_Rental_Units REAL
@ATTRIBUTE Moderate_Income_Rental_Units REAL
@ATTRIBUTE Market_Rate_Rental_Units REAL
@ATTRIBUTE Non_Revenue_Rental_Units REAL
@ATTRIBUTE Elderly_Restricted_Rental_Units REAL
@ATTRIBUTE Unrestricted_Rental_Units REAL
@ATTRIBUTE Student_Rental_Units REAL
@ATTRIBUTE Other_Restricted_Rental_Units REAL
@ATTRIBUTE Fully_Access_Handicapped_Rental_Units REAL
@ATTRIBUTE Partially_Access_Handicapped_Rental_Units REAL
@ATTRIBUTE Average_Bedroom_Density REAL
@ATTRIBUTE Studio_Rental_Units REAL
@ATTRIBUTE One_Bedroom_Rental_Units REAL
@ATTRIBUTE Two_Bedroom_Rental_Units REAL
@ATTRIBUTE Three_Bedroom_Rental_Units REAL
@ATTRIBUTE Four_Bedroom_Rental_Units REAL
@ATTRIBUTE Five_Bedroom_Rental_Units REAL
@ATTRIBUTE Six_Bedroom_Rental_Units REAL
@ATTRIBUTE Is_Detail_Code_236DEC REAL
@ATTRIBUTE Is_Detail_Code_DISPA REAL
@ATTRIBUTE Is_Detail_Code_ELDER REAL
@ATTRIBUTE Is_Detail_Code_INTERN REAL
@ATTRIBUTE Is_Detail_Code_M2W REAL
@ATTRIBUTE Is_Detail_Code_M2WDEC REAL
@ATTRIBUTE Is_Detail_Code_MISC REAL
@ATTRIBUTE Is_Detail_Code_OPTION REAL
@ATTRIBUTE Is_Detail_Code_OSDEBT REAL
@ATTRIBUTE Is_Detail_Code_RAD REAL
@ATTRIBUTE Is_Detail_Code_RADDEC REAL
@ATTRIBUTE Is_Detail_Code_RDAL REAL
@ATTRIBUTE Is_Detail_Code_S8LMSA REAL
@ATTRIBUTE Is_Detail_Code_S8NCON REAL
@ATTRIBUTE Is_Detail_Code_S8SUBR REAL
@ATTRIBUTE Is_Detail_Code_SEC13A REAL
@ATTRIBUTE Is_Detail_Code_SEC236 REAL
@ATTRIBUTE Is_Detail_Code_SHARP REAL
@ATTRIBUTE Is_Detail_Code_SHRDAL REAL
@ATTRIBUTE Is_Detail_Code_SOFT REAL
@ATTRIBUTE Is_Detail_Code_TCRED4 REAL
@ATTRIBUTE Is_Detail_Code_TCRED9 REAL
@ATTRIBUTE Raw_Rm_Key STRING
@ATTRIBUTE Raw_Stmt_Date STRING
@ATTRIBUTE Financial_Rating {0, 1, 2, 3, 4}

@data
0.485226,0.718089,0.283465,0.217949,0.482635,0.049519,0.016634,0.114428,0.029155,0,0.009417,0.032835,0,0.012753,0.024719,0.004324,0.023797,0.085199,0.031186,0,0.050419,0.047002,0.099961,0.047619,0.16,0.090909,0.01204,0.026396,0.041342,0.034839,0.015334,0.014723,0,0,0.045302,0,0,0.030769,0,0.575,0.011561,0.008897,0.038285,0.093596,0.020979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1054,12/31/2002,1
0.412131,0.841034,0.988189,0.929487,0.482635,0.029624,0.020047,0.111873,0.00701,0,0.014371,0.003156,0.000844,0.001763,0.022857,0.003401,0.022132,0,0.136451,0,0.061192,0.061192,0,0.22619,0.12,0,0,0.02448,0.034321,0.036129,0.01862,0,0,0,0.037752,0,0,0.030769,0,0.65,0,0,0.027565,0.133005,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1056,12/31/2002,0
0.50106,0.491778,0.153543,0.775641,0.482635,0.106781,0.073662,0.178223,0.095193,0,0.020122,0.008549,0,0.001763,0.089584,0,0.089584,0,0,0,0.216784,0.216784,0,0.333333,0.08,0,0,0.089584,0.222309,0.274839,0.079956,0,0,0,0.239933,0,0,0,0,0.6025,0,0,0.260337,0.571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1057,12/31/2002,0
0.428531,0.692247,0.283465,0.99359,0.482635,0.184901,0.107826,0.174753,0.177699,0,0.047226,0.059763,0.062113,0.001763,0,0,0,0,0,0,0.376741,0.342563,1,0.297619,0.16,0.363636,0,0.158516,0.389236,0.625806,0.016429,0,0,0,0.419463,0,0,0.384615,0,0.56,0,0.256228,0.243492,0.650246,0.454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1058,12/31/2002,0
0.478793,0.059514,0.440945,0.089744,0.482635,0.094625,0.053671,0.15653,0.067512,0,0.040368,0.013894,0.00646,0.001763,0.010515,0.000425,0.010425,0,0,0.001435,0.023494,0.023494,0,0.059524,0.12,0,0.009432,0.010747,0.131825,0.055484,0,0.143828,0,0,0.142617,0,0,0.138462,0,0.3825,0,0.142349,0.137825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1059,12/31/2002,0
0.471017,0.991386,0.61811,0.544872,0.482635,0.060313,0.022409,0.106139,0.04799,0,0.013177,0.032069,0.004935,0.001763,0.048013,0.002078,0.047569,0,0.152913,0,0.093772,0.093772,0,0.02381,0.16,0.090909,0,0.049832,0.074103,0.030968,0,0.08154,0,0,0.080537,0,0,0.076923,0,0.445,0.046243,0.02669,0.096478,0.049261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1061,12/31/2002,1
0.441255,0.485513,0.301181,0.621795,0.482635,0.049326,0.007191,0.106964,0.033626,0,0.010935,0.015111,0.00622,0.001763,0.02951,0,0.02951,0,0,0,0.060292,0.060292,0,0.011905,0.16,0.090909,0,0.02951,0.045242,0.027097,0,0.043035,0,0,0.049497,0,0,0.046154,0,0.465,0,0.024911,0.059724,0.029557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1062,12/31/2002,1
0.431783,0.898982,0.283465,0.99359,0.482635,0.055891,0.023881,0.109349,0.024929,0,0.011269,0.010236,0.00873,0.001763,0.045303,0.035869,0.037653,0,0,0.032282,0.078513,0.078513,0,0.011905,0.24,0.181818,0.034645,0.050525,0.070983,0.11871,0,0,0,0,0.077181,0,0,0.076923,0,0.465,0,0.023132,0.12098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1065,12/31/2002,0
0.409656,0.699295,0.468504,0.403846,0.482635,0.022286,0,0.106412,0.004261,0,0.00591,0.000657,0.000654,0.001763,0.003262,0,0.003262,0,0,0,0.008537,0.008537,0,0.02381,0.16,0,0,0.003262,0.019501,0.030968,0,0.002265,0,0,0.021812,0,0,0.061538,0,0,0.150289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1067,12/31/2002,2
0.39467,0.687549,0.334646,0.057692,0.482635,0.04433,0,0.122242,0.030684,0,0.024339,0.00844,0.003791,0.001763,0.0385,0,0.0385,0.082264,0,0,0.083052,0.080419,0.077053,0.011905,0.4,0.181818,0,0.039761,0.067863,0.077419,0,0.03171,0,0,0.073826,0,0,0.076923,0,0.605,0,0.024911,0.049005,0.162562,0.062937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1068,12/31/2002,0
0.361586,0.434612,0.283465,0.442308,0.482635,0.057656,0,0.120895,0.034348,0,0.032601,0.010956,0.005222,0.002162,0.031979,0,0.031979,0,0,0,0.066616,0.066616,0,0.107143,0.12,0.090909,0,0.031979,0.059282,0.050323,0.007667,0.035108,0,0,0.064597,0,0,0.076923,0,0.5125,0,0.02669,0.06585,0.093596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1071,12/31/2002,0
0.375937,0.182459,0.336614,0.102564,0.482635,0.026207,0.009218,0.107825,0.002392,0,0.006774,0.002617,0.000497,0.001763,0.01153,0.006666,0.010108,0,0,0,0.028037,0.028037,0,0.011905,0.12,0,0.012651,0.01153,0.028861,0.024516,0,0.021518,0,0,0.031879,0,0,0,0,0.4675,0,0.017794,0.035222,0.024631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,12/31/2002,0
0.339531,0.012529,0.061024,0.371795,0.482635,0.024622,0,0.108074,0.003516,0,0.009109,0.001269,0.0006,0.001763,0.011206,0,0.011206,0,0,0,0.026101,0.026102,0,0.059524,0.12,0,0,0.011206,0.024181,0.009032,0.005476,0.02265,0,0,0.026846,0,0,0.030769,0,0.5,0,0,0.049005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,12/31/2002,0
0.364061,0.254503,0.283465,0.032051,0.482635,0.041885,0.010009,0.112592,0.022947,0,0.013317,0.01121,0.006309,0.001763,0.208527,0,0.208527,0,0,0,0.1449,0.1449,0,0.119048,0.08,0,0,0.208527,0.131825,0.170323,0.041621,0,0,0,0.142617,0,0,0,0,0.5175,0,0.035587,0.180704,0.157635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1080,12/31/2002,0
0.364061,0.254503,0.283465,0.032051,0.482635,0.03712,0,0.103386,0.012308,0,0.027645,0.008181,0.005494,0.001763,0.113742,0,0.113742,0,0,0,0.08017,0.08017,0,0.083333,0.08,0,0,0.113742,0.072543,0.098065,0.019715,0,0,0,0.078859,0,0,0,0,0.51,0,0.014235,0.113323,0.059113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1081,12/31/2002,0
0.288562,0.77917,0.962598,0.935897,0.482635,0.073784,0.092054,0.118519,0.033349,0,0.09094,0.010456,0.004007,0.001763,0.006528,0,0.006528,0.023666,0,0,0,0,0,0.202381,0.12,0,0,0.006891,0.176287,0.292903,0,0,0,0,0.190436,0,0,0.169231,0,0.47,0,0.163701,0.133231,0.157635,0.111888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1096,12/31/2002,0
0.325887,0.129209,0.535433,0.698718,0.482635,0.157307,0.009742,0.119192,0.053076,0,0.066769,0.017956,0.012892,0.001763,0.080464,0,0.080464,0,0,0,0.209495,0.209495,0,0.190476,0.12,0,0,0.080464,0.278471,0.092903,0,0.323896,0,0,0.300336,0,0,0,0,0.3775,0,0.314947,0.277182,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1133,12/31/2002,0
0.26276,0.761942,0.283465,0.948718,0.482635,0.076731,0.109073,0.181351,0.036032,0,0.063412,0.024733,0.003121,0.001763,0.081773,0.026494,0.076122,0.095612,0.027743,0.005803,0.199424,0.195591,0.112179,0.130952,0.16,0,0.108175,0.083238,0.156786,0.193548,0,0.05889,0,0,0.169463,0,0,0.061538,0,0.7325,0,0.040925,0.064319,0.394089,0.286713,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1141,12/31/2002,0
0.234413,0.197338,0.041339,0.794872,0.482635,0.047948,0,0.13332,0.01639,0,0.029987,0.009719,0.003137,0.001954,0.039893,0.187056,0.040117,0.03458,0.027743,0.005803,0,0.090105,0.037276,0.02381,0.32,0.181818,0.085279,0.039893,0.074883,0.050323,0,0.065685,0,0,0.081376,0,0,0.076923,0,0.5,0,0.008897,0.133231,0.024631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1150,12/31/2002,0
0.270112,0.1065,0.230315,0.314103,0.482635,0.05115,0.037104,0.129721,0.023841,0,0.011312,0.006033,0.004316,0.001763,0.007253,0.03401,0.040117,0.03458,0.027743,0.005803,0.086759,0.090105,0.037276,0.095238,0.19956,0.110119,0.085279,0.007253,0.121685,0.20129,0,0.001133,0,0.26,0.033557,0,0,0.215385,0,0.4025,0,0.147687,0.079632,0.108374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1153,12/31/2002,0
0.248339,0.143305,0.041339,0.794872,0.482635,0.049128,0.001114,0.148333,0.03614,0,0.031267,0.015034,0.008362,0.001763,0.048501,0,0.048501,0,0.027743,0,0.095958,0.095958,0,0.011905,0.6,0.181818,0.085279,0.048501,0.140406,0.233548,0,0,0,0,0.151846,0,0,0.276923,0,0.215,0.150289,0.274021,0.001531,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1158,12/31/2002,0
0.267496,0.318716,0.612205,0.820513,0.482635,0.070063,0.017325,0.12664,0.041473,0,0.037196,0.011629,0.002663,0.001763,0.018133,0.014973,0.018133,0.03458,0.027743,0.005803,0,0.090105,0.037276,0.078783,0.19956,0.110119,0.085279,0.018133,0.160686,0.052903,0,0.187995,0,0,0.173658,0,0,0.030769,0,0.59,0,0.071174,0.127106,0.26601,0.20979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1159,12/31/2002,0
0.243461,0.049334,0.620079,0.878205,0.482635,0.04748,0.004273,0.15046,0.029403,0,0.024847,0.011679,0.009478,0.001763,0.069993,0.014973,0.069993,0.03458,0.027743,0.005803,0.086759,0.090105,0.037276,0.369048,0.08,0,0.085279,0.069993,0.147426,0.165161,0.067908,0,0,0,0.159396,0,0,0.046154,0,0.4925,0,0.085409,0.153139,0.206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1161,12/31/2002,0
0.234837,0.291308,0.334646,0.532051,0.482635,0.051143,0.003811,0.148966,0.036108,0,0.037439,0.01377,0.002787,0.002171,0.018316,0.00085,0.018135,0,0,0,0,0,0,0.078783,0.19956,0.110119,0.085279,0.018316,0.174727,0.220645,0,0.061155,0,0,0.188758,0,0,0.046154,0,0.6175,0,0,0.182236,0.522167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1162,12/31/2002,0
0.245794,0.653093,0.61811,0.410256,0.482635,0.089777,0,0.1049,0.049447,0,0.032336,0.010724,0.00442,0.001763,0.034467,0.161616,0.040117,0.03458,0.027743,0.005803,0.086759,0.090105,0.037276,0.011905,0.44,0.181818,0.085279,0.034467,0.117005,0.156129,0,0.033975,0,0,0.126678,0,0,0.123077,0,0.25,0,0.268683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1165,12/31/2002,0
0.189594,0.978857,0.612205,0.820513,0.482635,0.090645,0,0.030951,0.060752,0,0.047025,0.011844,0,0.001763,0.086642,0.059317,0.073991,0,0,0,0,0,0,0.119048,0.12,0.090909,0.297539,0.086642,0.212949,0.325161,0,0.024915,0,0,0.229866,0,0,0.215385,0,0.5,0,0.106762,0.235835,0.295567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1166,12/31/2002,0
0.230525,0.688332,0.988189,0.929487,0.482635,0.072688,0.011753,0.113815,0.057178,0,0.057408,0.030592,0.013383,0.001763,0.058499,0.014973,0.058499,0.441662,0.027743,0.005803,0,0.090105,0.037276,0.059524,0.48,0.181818,0.085279,0.065267,0.155226,0.051613,0.175246,0,0,0,0.167785,0,0,0.138462,0,0.4675,0,0.074733,0.217458,0.078818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1167,12/31/2002,0
0.22494,0.594362,0.336614,0.166667,0.482635,0.066968,0.031955,0.141385,0.052771,0,0.03097,0.019072,0.01192,0.001763,0.075308,0.014973,0.075308,0.03458,0.027743,0.005803,0,0.090105,0.037276,0.083333,0.08,0,0.085279,0.075308,0.155226,0.252903,0,0,1,0,0.167785,0,0,0.153846,0,0.575,0,0.035587,0.153139,0.394089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1168,12/31/2002,0
0.201258,0.818324,0.230315,0.615385,0.482635,0.032518,0,0.123706,0.007433,0,0.018557,0.003872,0.000483,0.001763,0.025386,0.014973,0.025386,0.03458,0.027743,0.005803,0,0.090105,0.037276,0.011905,0.2,0.181818,0.085279,0.025386,0.034321,0.056774,0,0,0.25,0.031111,0.026007,0,0,0.092308,0,0.25,0.080925,0.030249,0.02144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1170,12/31/2002,0
0.894528,0.664839,0.279528,0.980769,0.448471,0.029486,0,0.10726,0.009666,0,0.004917,0.004372,0.002651,0.001763,0.017734,0.005406,0.016581,0,0,0.007237,0.031773,0.031773,0,0.011905,0.16,0.090909,0.008829,0.018905,0.045242,0.037419,0.032859,0,0,0.131111,0,0,0,0.230769,0,0.275,0,0.094306,0.009188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,715,6/30/2003,0
0.409656,0.699295,0.468504,0.403846,0.448471,0.025638,0,0.107854,0.004261,0,0.00774,0.00071,0.000695,0.001763,0.003262,0,0.003262,0,0,0,0.008537,0.008537,0,0.02381,0.16,0,0,0.003262,0.019501,0.030968,0,0.002265,0,0,0.021812,0,0,0.061538,0,0,0.150289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1067,6/30/2003,0
0.339531,0.012529,0.061024,0.371795,0.448471,0.026768,0,0.107698,0.003613,0,0.011398,0.001227,0.000641,0.001763,0.011206,0,0.011206,0,0,0,0.026101,0.026102,0,0.059524,0.12,0,0,0.011206,0.024181,0.009032,0.005476,0.02265,0,0,0.026846,0,0,0.030769,0,0.5,0,0,0.049005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1077,6/30/2003,0
0.185282,0.681284,0.165354,0.724359,0.413741,0.129855,0.042455,0.155955,0.120313,0,0.049824,0.043985,0.026841,0.001763,0.040398,0.042972,0.031234,0.375609,0.124318,0.002576,0.089898,0.074837,0.44069,0.011905,0.44,0.181818,0.003705,0.04805,0.108424,0.179355,0,0.001133,0,0.311111,0,0,0,0.138462,0,0.2425,0.023121,0.241993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,253,12/31/2003,0
0.174042,0.778387,0.041339,0.794872,0.413741,0.053174,0,0.133078,0.036566,0,0.025851,0.023414,0.001755,0.011652,0.03409,0,0.03409,0.03458,0.027743,0.005803,0,0.090105,0.037276,0.059524,0.2,0.090909,0.085279,0.03409,0.075663,0.126452,0,0,0,0,0.082215,0,0,0.092308,0,0.365,0.017341,0.090747,0.061256,0.019704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,256,12/31/2003,0
0.180899,0.149569,0.61811,0.410256,0.413741,0.141323,0.029364,0.18294,0.076397,0,0.05091,0.025235,0.007606,0.001763,0.087039,0.014973,0.087039,0.03458,0.027743,0.005803,0,0.090105,0.037276,0.02381,0.48,0.363636,0.085279,0.087039,0.25975,0.428387,0,0.002265,0,0,0.280201,0,0,0,0,0.43,0,0.252669,0.220521,0.236453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,260,12/31/2003,0
0.16867,0.697729,0.334646,0.448718,0.413741,0.176799,0.02119,0.293326,0.149486,0,0.189446,0.080799,0.008096,0.001763,0.104759,0.491213,0.040117,0.161287,0.027743,0.005803,0,0.090105,0.037276,0.202381,0.12,0,0.085279,0.107231,0.147426,0.245161,0,0,0,0,0.159396,0,0,0.153846,0,0.6025,0,0.019573,0.183767,0.162562,0.160839,0.125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,262,12/31/2003,0
0.158843,0.583399,0.440945,0.089744,0.413741,0.049467,0.044386,0.10391,0.018864,0,0.030342,0.021442,0.005311,0.001763,0.039763,0.006363,0.038406,0,0,0.010496,0.1005,0.1005,0.037276,0.142857,0.12,0,0.052745,0.041461,0.092824,0.033548,0,0.106455,0,0,0.100671,0,0,0.015385,0,0.5125,0,0,0.174579,0.029557,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,453,12/31/2003,0
0.158843,0.583399,0.440945,0.089744,0.413741,0.048186,0.024626,0.104624,0.03139,0,0.055725,0.031647,0.008079,0.001763,0.052915,0,0.052915,0,0,0,0.146918,0.146918,0,0.22619,0.12,0,0.111028,0.052915,0.130265,0.059355,0,0.138165,0,0,0.14094,0,0,0.046154,0,0.545,0,0,0.211332,0.147783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,454,12/31/2003,0
1,0.804229,0.429134,0.519231,0.413741,0.021618,0.001268,0.103777,0.000337,0,0.000329,0.002548,0.000255,0.001808,0.002901,0,0.002901,0,0,0,0,0.090105,0.037276,0.011905,0.08,0,0.001784,0.002901,0.00156,0.003871,0,0,0,0,0.002517,0,0,0,0,1,0,0,0.001531,0,0.006993,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629,12/31/2003,1
0.952425,0.617071,0.998031,0.512821,0.413741,0.047401,0.050088,0.120248,0.024955,0,0.004273,0.008163,0.007118,0.001763,0.021491,0.022916,0.016603,0,0,0.008286,0.04264,0.042639,0.000028,0.011905,0.28,0.181818,0.025511,0.022831,0.047582,0.015484,0,0.056625,0,0.082222,0.020973,0,0,0,0,0.3375,0.011561,0.071174,0.024502,0.019704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,12/31/2003,0
0.98367,0.348473,0.062992,0.717949,0.413741,0.139102,0.126633,0.162382,0.122177,0,0.109251,0.029888,0.01905,0.001763,0,0,0,0,0,0,0.379975,0.379975,0,0.214286,0.08,0,0.276196,0.140754,0.336193,0.557419,0,0,0,0,0.362416,0,0,0.307692,0,0.365,0.208092,0.320285,0.303216,0.08867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,638,12/31/2003,0
0.96423,0.646045,0.165354,0.769231,0.413741,0.053288,0.013936,0.114009,0.031173,0,0.015487,0.008467,0.004824,0.001763,0.039022,0,0.039022,0,0,0,0.08076,0.080761,0,0.071429,0.16,0,0.012698,0.039022,0.104524,0.11871,0,0.048698,0,0,0.113255,0,0,0,0,0.225,0.283237,0.108541,0.022971,0.049261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,645,12/31/2003,0
0.973703,0.803446,0.962598,0.935897,0.413741,0.035707,0.002184,0.10719,0.015525,0,0.010481,0.017658,0.007134,0.00276,0.027248,0.015777,0.023883,0,0,0,0.061259,0.061259,0,0.095238,0.12,0,0.01601,0.027248,0.067863,0.113548,0,0,0,0,0.073826,0,0,0,0,0.6525,0,0.005338,0.062787,0.152709,0.090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,647,12/31/2003,1
0.942669,0.223179,0.033465,0.397436,0.413741,0.041035,0.018262,0.119152,0.015981,0,0.006942,0.00435,0.004199,0.001763,0,0,0,0,0,0,0.055889,0.055889,0,0.011905,0.36,0.181818,0.033867,0.026249,0.072543,0.024516,0,0.084938,0,0,0.078859,0,0,0,0,0.2975,0,0.135231,0.027565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654,12/31/2003,0
0.965291,0.845732,0.281496,0.987179,0.413741,0.036046,0.008066,0.105727,0.010869,0,0.00681,0.005222,0.004616,0.001763,0.039851,0.018561,0.035892,0.162896,0,0,0.088623,0.082091,0.19112,0.011905,0.16,0,0.013618,0.042347,0.043682,0.073548,0,0,0,0,0.047819,0,0,0,0,0.78,0,0.005338,0.007657,0.152709,0.125874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,656,12/31/2003,0
0.972713,0.612373,0.61811,0.410256,0.413741,0.038932,0.029661,0.118887,0.017494,0,0.01045,0.007651,0.005184,0.001763,0.034613,0.0027,0.034037,0,0,0,0.08081,0.08081,0,0.202381,0.08,0,0.138377,0.034613,0.077223,0.100645,0,0.024915,0,0,0.083893,0,0,0,0,0.49,0,0.02847,0.11026,0.059113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,662,12/31/2003,0
0.962322,0.444009,0.061024,0.692308,0.413741,0.070501,0.028844,0.117113,0.03992,0,0.021122,0.007765,0.006491,0.001763,0.059444,0.024023,0.054321,0,0,0.004244,0.08481,0.08481,0,0.071429,0.12,0,0.048167,0.060131,0.119345,0.094194,0.035049,0.055493,0,0,0.129195,0,0,0,0,0.39,0.086705,0.078292,0.134763,0.034483,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,12/31/2003,0
0.938569,0.834769,0.429134,0.519231,0.413741,0.022121,0.001308,0.103634,0.001199,0,0,0,0,0.001763,0.003042,0.00151,0.00272,0,0.056001,0.00263,0.008632,0.008632,0,0.011905,0.12,0,0.001624,0.004134,0.0039,0.007742,0,0,0,0,0.005034,0,0,0,0,0.9175,0,0,0,0.009852,0.027972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,667,12/31/2003,3
0.970239,0.067345,0.440945,0.487179,0.413741,0.029754,0.014136,0.111213,0.006946,0,0.006866,0.004526,0.002819,0.001763,0.02529,0.012897,0.02254,0,0,0.004842,0.06104,0.06104,0,0.071429,0.12,0,0.036629,0.02529,0.055382,0.023226,0.059146,0,0,0,0.060403,0,0,0.061538,0,0.4575,0,0.021352,0.091884,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668,12/31/2003,0
