@relation train_splitted

@ATTRIBUTE Loan_Closed_Days_Since REAL
@ATTRIBUTE Census_Block_Order_Key REAL
@ATTRIBUTE Foa_Mgmt_Co_Dim_Key REAL
@ATTRIBUTE Owner_Key REAL
@ATTRIBUTE Stmt_Days_Since REAL
@ATTRIBUTE Total_Total_Funds_Flow_Prior_To_Ce__DS REAL
@ATTRIBUTE Total_Replacement_Reserve_Reimbursements REAL
@ATTRIBUTE Total_Interest_Income_Earned_On_RR_And_Special_Escrow REAL
@ATTRIBUTE Total_Gross_Debt_Service__Mortgage REAL
@ATTRIBUTE Total_Gross_Debt_Service__Energy_Loans REAL
@ATTRIBUTE Total_Current_Assets REAL
@ATTRIBUTE Total_Current_Liabilities REAL
@ATTRIBUTE Current_Portion_Of_Mortgage_Payable REAL
@ATTRIBUTE Notes__Advances__Due_Within_1_Year REAL
@ATTRIBUTE Gross_Sf_Residential REAL
@ATTRIBUTE Gross_Sf_Residential_Communal REAL
@ATTRIBUTE Gross_Sf_Residential_Noncommunal REAL
@ATTRIBUTE Gross_Sf_Commercial REAL
@ATTRIBUTE Gross_Sf_Unfinished_Space REAL
@ATTRIBUTE Gross_Sf_Parking_Structure REAL
@ATTRIBUTE Square_Footage_Net_Rentable REAL
@ATTRIBUTE Square_Footage_Residential_Net_Rentable REAL
@ATTRIBUTE Square_Footage_Commercial_Net_Rentable REAL
@ATTRIBUTE Number_Of_Buildings REAL
@ATTRIBUTE Number_Of_Predominant_Stories REAL
@ATTRIBUTE Number_Of_Elevators REAL
@ATTRIBUTE Total_Gross_Sf_Land REAL
@ATTRIBUTE Total_Gross_Sf_Buildings REAL
@ATTRIBUTE Total_Rental_Units REAL
@ATTRIBUTE Low_Income_Rental_Units REAL
@ATTRIBUTE Moderate_Income_Rental_Units REAL
@ATTRIBUTE Market_Rate_Rental_Units REAL
@ATTRIBUTE Non_Revenue_Rental_Units REAL
@ATTRIBUTE Elderly_Restricted_Rental_Units REAL
@ATTRIBUTE Unrestricted_Rental_Units REAL
@ATTRIBUTE Student_Rental_Units REAL
@ATTRIBUTE Other_Restricted_Rental_Units REAL
@ATTRIBUTE Fully_Access_Handicapped_Rental_Units REAL
@ATTRIBUTE Partially_Access_Handicapped_Rental_Units REAL
@ATTRIBUTE Average_Bedroom_Density REAL
@ATTRIBUTE Studio_Rental_Units REAL
@ATTRIBUTE One_Bedroom_Rental_Units REAL
@ATTRIBUTE Two_Bedroom_Rental_Units REAL
@ATTRIBUTE Three_Bedroom_Rental_Units REAL
@ATTRIBUTE Four_Bedroom_Rental_Units REAL
@ATTRIBUTE Five_Bedroom_Rental_Units REAL
@ATTRIBUTE Six_Bedroom_Rental_Units REAL
@ATTRIBUTE Is_Detail_Code_236DEC REAL
@ATTRIBUTE Is_Detail_Code_DISPA REAL
@ATTRIBUTE Is_Detail_Code_ELDER REAL
@ATTRIBUTE Is_Detail_Code_INTERN REAL
@ATTRIBUTE Is_Detail_Code_M2W REAL
@ATTRIBUTE Is_Detail_Code_M2WDEC REAL
@ATTRIBUTE Is_Detail_Code_MISC REAL
@ATTRIBUTE Is_Detail_Code_OPTION REAL
@ATTRIBUTE Is_Detail_Code_OSDEBT REAL
@ATTRIBUTE Is_Detail_Code_RAD REAL
@ATTRIBUTE Is_Detail_Code_RADDEC REAL
@ATTRIBUTE Is_Detail_Code_RDAL REAL
@ATTRIBUTE Is_Detail_Code_S8LMSA REAL
@ATTRIBUTE Is_Detail_Code_S8NCON REAL
@ATTRIBUTE Is_Detail_Code_S8SUBR REAL
@ATTRIBUTE Is_Detail_Code_SEC13A REAL
@ATTRIBUTE Is_Detail_Code_SEC236 REAL
@ATTRIBUTE Is_Detail_Code_SHARP REAL
@ATTRIBUTE Is_Detail_Code_SHRDAL REAL
@ATTRIBUTE Is_Detail_Code_SOFT REAL
@ATTRIBUTE Is_Detail_Code_TCRED4 REAL
@ATTRIBUTE Is_Detail_Code_TCRED9 REAL
@ATTRIBUTE Raw_Rm_Key STRING
@ATTRIBUTE Raw_Stmt_Date STRING
@ATTRIBUTE Financial_Rating {0, 1, 2, 3, 4}

@data
0.917786,0.998434,0.212598,0.557692,0.827293,0.042951,0.038112,0.137838,0.02213,0,0.007666,0.011103,0.003674,0.0019,0.073066,0.041083,0.064304,0,0,0.023828,0.174807,0.174807,0,0.22619,0.08,0,0.283483,0.07692,0.130265,0.092903,0.105148,0,0,0.026667,0.130872,0,0,0.046154,0,0.555,0,0.019573,0.185299,0.118227,0.083916,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,712,12/31/1997,2
0.958009,0.820673,0.116142,0.858974,0.827293,0.035565,0.018984,0.13198,0.016082,0,0.024793,0.006357,0.004083,0.001763,0.027955,0.033774,0.020752,0,0.299271,0,0.056846,0.056847,0,0.02381,0.28,0,0.005688,0.031515,0.054602,0.091613,0,0,0,0,0.059564,0,0,0.061538,0,0.4225,0,0.039146,0.075038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,713,12/31/1997,1
0.881168,0.457322,0.173228,0.891026,0.827293,0.040372,0,0.119805,0.020683,0,0.017346,0.0068,0.004205,0.001763,0.046669,0.020185,0.042364,0,0,0,0.111753,0.111753,0,0.238095,0.08,0,0.289108,0.046669,0.096724,0.04129,0.043812,0.060023,0,0,0.104866,0,0,0,0.3,0.445,0,0.071174,0.111792,0.059113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,714,12/31/1997,0
0.915312,0.938136,0.153543,0.474359,0.827293,0.043993,0.039218,0.130818,0.020197,0,0.010074,0.008051,0.00371,0.001763,0.046296,0.040334,0.037694,0,0,0.015861,0.1168,0.1168,0,0.083333,0.2,0.181818,0.051115,0.046296,0.120905,0.050323,0.128149,0,0,0,0.130872,0,0,0,0,0.3275,0.104046,0.145907,0.068913,0.054187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,716,12/31/1997,0
0.946062,0.306969,0.212598,0.557692,0.827293,0.029759,0.025282,0.114337,0.010633,0,0.004047,0.006268,0.001953,0.001763,0.033996,0.004251,0.033089,0.010887,0,0,0.084081,0.083684,0.011634,0.321429,0.08,0,0.176459,0.034163,0.085803,0.056774,0.072289,0,0.25,0,0.093121,0,0,0.030769,0,0.4075,0,0.090747,0.07657,0.049261,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,717,12/31/1997,4
0.917786,0.972592,0.281496,0.987179,0.827293,0.027992,0.010229,0.105463,0.007136,0,0.001337,0.003092,0.001191,0.002255,0.019615,0.020906,0.015157,0,0,0.005759,0.038765,0.038765,0,0.011905,0.2,0,0.027395,0.019615,0.034321,0.014194,0.03724,0,0,0,0.037752,0,0,0,0,0.4175,0,0.042705,0.018377,0.044335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,718,12/31/1997,1
0.926764,0.019577,0.570866,0.147436,0.827293,0.039657,0.046221,0.129154,0.012982,0,0.012261,0.00454,0.00223,0.001763,0.038348,0,0.038348,0,0,0,0.093424,0.093424,0,0.25,0.12,0,0.195355,0.038348,0.086583,0.036129,0.092004,0,0,0,0.09396,0,0,0.015385,0,0.5075,0,0.046263,0.096478,0.083744,0.041958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,719,12/31/1997,0
0.95504,0.768207,0.429134,0.519231,0.827293,0.034865,0,0.167682,0.022148,0,0.008239,0.010442,0.002961,0.001763,0.058946,0.03031,0.052482,0,0.929884,0,0.125748,0.125748,0,0.142857,0.16,0.090909,0.02811,0.070008,0.115445,0.192258,0,0,0,0,0.125,0,0,0,0,0.4475,0.034682,0.094306,0.108729,0.039409,0.062937,0.0625,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,720,12/31/1997,4
0.90895,0.538763,0.041339,0.794872,0.827293,0.044192,0,0.143808,0.027083,0,0.006817,0.004685,0.004922,0.001763,0.039541,0.022362,0.034772,0,0,0.026902,0.101365,0.101365,0,0.011905,0.48,0.181818,0.024709,0.039541,0.127145,0.085161,0.107338,0,0,0.364444,0,0,0,0.246154,0,0.195,0.219653,0.220641,0.003063,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,12/31/1997,0
0.931641,0.107283,0.061024,0.692308,0.827293,0.060063,0.05435,0.236981,0.03612,0,0.013804,0.016233,0.006808,0.001763,0.088636,0,0.088636,0,0,0,0.212756,0.212756,0,0.285714,0.12,0,0,0.088636,0.134165,0.179355,0.03724,0,0,0,0.145134,0,0,0,0,0.5075,0,0.135231,0.036753,0.330049,0.027972,0.125,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722,12/31/1997,0
0.948607,0.29444,0.230315,0.314103,0.827293,0.049,0.030012,0.124801,0.033037,0,0.009861,0.012581,0.004903,0.001763,0.100747,0,0.100747,0,0,0,0.253053,0.253053,0,0.142857,0.12,0,0.229659,0.100747,0.194228,0.08129,0.204819,0,0,0,0.209732,0,0,0.107692,0,0.5,0,0.088968,0.229709,0.246305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,723,12/31/1997,2
0.89262,0.270948,0.283465,0.99359,0.827293,0.037423,0.003579,0.139617,0.021158,0,0.013585,0.016686,0.003891,0.001763,0.063919,0.004081,0.063049,0.037866,0,0,0.116918,0.115399,0.044427,0.119048,0.12,0.090909,0.043499,0.0645,0.114665,0.047742,0.121577,0,0,0,0.124161,0,0,0,0,0.435,0.109827,0.076512,0.085758,0.08867,0.083916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,744,12/31/1997,2
0.895518,0.606108,0.230315,0.314103,0.827293,0.031404,0.005594,0.126177,0.011046,0,0.004789,0.004437,0.001838,0.001763,0.048276,0.126735,0.021248,0,0,0.001793,0.056713,0.056713,0,0.047619,0.12,0,0.075147,0.048566,0.049142,0.08,0.002191,0,0,0,0.053691,0,0,0,0,0.47,0,0.02847,0.061256,0.039409,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,12/31/1997,0
0.907041,0.001566,0.061024,0.692308,0.827293,0.042963,0.037884,0.114249,0.017627,0,0.008956,0.005554,0.002989,0.001763,0.046851,0.019343,0.042726,0,0,0.006004,0.097936,0.097936,0,0.130952,0.08,0,0.209309,0.047823,0.083463,0.139355,0,0,0,0,0.090604,0,0,0,0,0.485,0,0.046263,0.101072,0.059113,0.027972,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,12/31/1997,0
0.872897,0.45184,0,0.50641,0.827293,0.02207,0,0.106405,0.001039,0,0,0,0,0.001763,0.002873,0,0.002873,0,0,0,0.006548,0.006548,0,0.011905,0.08,0,0.005047,0.002873,0.0039,0.002581,0.004381,0,0,0,0.005034,0,0,0,0,0.5,0,0,0.009188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,748,12/31/1997,1
0.934116,0.940486,0.139764,0.884615,0.827293,0.162217,0.107379,0.193634,0.165385,0,0.068363,0.099698,0.031774,0.001763,0.487957,0.03401,0.480704,0.000024,0,0,1,1,0.000028,0.761905,0.52,0.636364,1,0.487957,0.945398,0.387097,1,0,0,1,0.640101,0,0,0.953846,0,0.4375,0,1,0.647779,1,0.174825,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,751,12/31/1997,1
0.883289,0.029757,0.173228,0.891026,0.827293,0.042747,0.017593,0.130693,0.019979,0,0.00768,0.015242,0.003784,0.001763,0,0,0,0,0,0,0.118534,0.118534,0,0.238095,0.08,0,0.590011,0.055759,0.112324,0.167742,0.016429,0,0,0.16,0.061242,0,0,0.107692,0,0.45,0,0.128114,0.058193,0.133005,0.055944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,752,12/31/1997,1
0.867807,0.118246,0.145669,0.198718,0.827293,0.055259,0.036576,0.266294,0.028139,0,0.012385,0.008215,0.005223,0.001763,0.06129,0,0.06129,0,0,0,0.142351,0.142351,0,0.309524,0.08,0,0.496819,0.06129,0.155226,0.064516,0.164294,0,0,0.444444,0,0,0,0.2,0,0.3125,0,0.266904,0.07657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,753,12/31/1997,0
0.889085,0.161316,0.305118,0.628205,0.827293,0.044696,0.023751,0.14155,0.022227,0,0.016033,0.004989,0.004377,0.001763,0.045018,0,0.045018,0,0,0,0.113792,0.113792,0,0.154762,0.08,0,0,0.045018,0.075663,0.025806,0.05586,0.030578,0,0,0.082215,0,0,0,0,0.6025,0,0.014235,0.07657,0.157635,0.055944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,756,12/31/1997,0
0.842712,0.451057,0.007874,0.679487,0.827293,0.025033,0.0027,0.103386,0.003844,0,0.001475,0.001084,0.000669,0.001763,0.00836,0,0.00836,0,0,0.002887,0.021873,0.021873,0,0.035714,0.08,0,0.032635,0.008827,0.0117,0.007742,0.010953,0,0,0,0.013423,0,0,0.061538,0,0.75,0,0,0.006126,0.039409,0.027972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,757,12/31/1997,0
0.785805,0.199687,0.305118,0.865385,0.827293,0.069727,0.072809,0.127034,0.049256,0,0.013863,0.009694,0.008287,0.001763,0.094606,0.019556,0.090435,0,0,0,0.233721,0.233722,0,0.27381,0.08,0,0,0.094606,0.178627,0.296774,0,0,0,0,0.192953,0,0,0.184615,0,0.5,0,0.163701,0.105666,0.226601,0.160839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,758,12/31/1997,0
0.899477,0.711825,1,0.910256,0.827293,0.023625,0,0.103422,0.004178,0,0,0,0,0.001763,0.01077,0.009326,0.008781,0,0,0.001457,0.023305,0.023305,0,0.047619,0.16,0,0.003575,0.011005,0.01248,0.005161,0.006572,0.007928,0,0,0.014262,0,0,0,0,0.3975,0.017341,0.005338,0.013783,0.009852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,760,12/31/1997,4
0.824261,0.649961,0.061024,0.692308,0.827293,0.078113,0.061758,0.14973,0.031559,0,0.029133,0.017447,0.013653,0.001763,0.047529,0.04931,0.037013,0,0,0.015756,0.086948,0.086948,0,0.011905,0.44,0.181818,0.009247,0.050078,0.112324,0.187097,0,0,0,0.322222,0,0,0,0.230769,0,0.285,0,0.220641,0.032159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,762,12/31/1997,0
0.896084,0.293657,0.122047,0.641026,0.827293,0.04109,0.016619,0.132339,0.020247,0,0.007497,0.007633,0.003724,0.001763,0.045991,0.040224,0.037413,0,0,0.010532,0.092974,0.092974,0,0.011905,0.28,0.181818,0.029941,0.047695,0.117785,0.049032,0.124863,0,0,0.253333,0.031879,0,0,0.215385,0,0.285,0,0.231317,0.033691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,763,12/31/1997,0
0.895094,0.564605,0.281496,0.987179,0.827293,0.039866,0.016263,0.116362,0.015881,0,0.009228,0.004675,0.002664,0.001763,0.029528,0.01617,0.026079,0,0,0.005277,0.068154,0.068154,0,0.035714,0.12,0,0.203495,0.030382,0.069423,0.029677,0.073384,0,0,0.028889,0.064597,0,0,0.061538,0,0.41,0,0.096085,0.030628,0.049261,0.041958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,765,12/31/1997,0
0.865828,0.914644,0.279528,0.980769,0.827293,0.025025,0.001768,0.111756,0.004473,0,0.004258,0.004525,0.000843,0.001763,0.012855,0.007878,0.011175,0.121645,0,0,0.023507,0.018762,0.138835,0.011905,0.2,0.090909,0.005806,0.014719,0.023401,0.010323,0.025192,0,0,0.068889,0,0,0,0,0,0.265,0,0.051601,0.003063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,767,12/31/1997,1
0.905627,0.156617,0.15748,0.275641,0.827293,0.054894,0.058077,0.131267,0.030729,0,0.019933,0.015458,0.006209,0.001763,0.090796,0.065604,0.076805,0,0,0,0.196033,0.196033,0,0.047619,0.24,0.454545,0.1268,0.090796,0.220749,0.108387,0.16977,0.050963,0,0.542222,0.033557,0,0,0.323077,0,0.2625,0.109827,0.414591,0.047473,0.004926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,770,12/31/1997,0
0.882228,0.16993,0.173228,0.891026,0.827293,0.033798,0.021453,0.127111,0.011015,0,0.013491,0.004136,0.00184,0.001763,0.027671,0.031119,0.021034,0,0,0,0.048945,0.048945,0,0.011905,0.2,0.090909,0.014363,0.027671,0.061622,0.098065,0,0.00453,0,0.177778,0,0,0,0,0,0.2725,0,0.129893,0.01072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,772,12/31/1997,0
0.882228,0.67502,0.165354,0.769231,0.827293,0.042229,0.007186,0.162743,0.018875,0,0.009789,0.012972,0.017453,0.001763,0.01458,0.012512,0.011912,0,0,0,0.031089,0.031089,0,0.011905,0.12,0,0.016961,0.01458,0.037441,0.063226,0,0,0,0.108889,0,0,0,0,0,0.3225,0,0.062278,0.02144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,775,12/31/1997,0
0.893115,0.634299,0.281496,0.987179,0.827293,0.054845,0.024904,0.156328,0.042969,0,0.021879,0.004043,0,0.001763,0.032468,0.045387,0.022788,0,0,0,0.08617,0.08617,0,0.035714,0.2,0.090909,0.008938,0.032468,0.105304,0.154839,0,0.01812,0,0.035556,0.100671,0,0,0,0,0.2875,0.080925,0.161922,0.041348,0.019704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,776,12/31/1997,1
0.89361,0.567737,0.194882,0.99359,0.827293,0.041479,0.028746,0.125847,0.016133,0,0.004993,0.005172,0.00241,0.001763,0.032791,0.026705,0.027095,0,0,0,0.076712,0.076712,0,0.321429,0.08,0,0.101166,0.032791,0.086583,0.036129,0.061336,0.03171,0,0.248889,0,0,0,0.092308,0,0.3,0,0.160142,0.033691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,777,12/31/1997,0
0.872897,0.462803,0.440945,0.089744,0.827293,0.038426,0.030256,0.147291,0.014858,0,0.004013,0.009299,0.003003,0.001763,0.038805,0,0.038805,0,0,0,0.075845,0.075845,0,0.059524,0.12,0,0.032901,0.038805,0.092824,0.03871,0.085433,0.01359,0,0.266667,0,0,0,0.2,0,0.35,0,0.128114,0.073507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,778,12/31/1997,1
0.870776,0.71574,0.061024,0.692308,0.827293,0.08493,0.084017,0.169258,0.049612,0,0.033898,0.023722,0.021897,0.001763,0.068253,0.040268,0.059665,0,0,0,0.116642,0.116643,0,0.011905,0.36,0.272727,0.01696,0.068253,0.149766,0.249032,0,0,0,0.428889,0,0,0,0,0,0.21,0.294798,0.215302,0.032159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,779,12/31/1997,0
0.879259,0.666406,0.438976,0.320513,0.827293,0.030868,0.025326,0.11827,0.011313,0,0.005259,0.011138,0.002068,0.001763,0.039959,0.043962,0.030584,0,0.227906,0.008631,0.080666,0.080666,0,0.047619,0.2,0.090909,0.014836,0.044067,0.074103,0.030968,0.078861,0,0,0,0.080537,0,0,0,0,0.3625,0.028902,0.1121,0.016845,0.068966,0.020979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,781,12/31/1997,3
0.885621,0.983555,0.281496,0.942308,0.827293,0.026839,0.010668,0.115237,0.005168,0,0.003325,0.001796,0.000874,0.001763,0.012693,0,0.012693,0,0,0,0.022681,0.022681,0,0.011905,0.12,0,0,0.012693,0.025741,0.009032,0.029573,0,0,0,0.028523,0,0,0,0,0.3375,0,0.039146,0.018377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,785,12/31/1997,0
0.870776,0.305403,0.251969,0.128205,0.827293,0.035556,0.020896,0.172131,0.01368,0,0.022016,0.006687,0.002523,0.001763,0.031823,0,0.031823,0,0,0,0.061695,0.061695,0,0.095238,0.08,0,0.416729,0.031823,0.077223,0.032258,0.082147,0,0,0.222222,0,0,0,0.076923,0,0.275,0,0.160142,0.015314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,787,12/31/1997,0
0.882228,0.041504,0.61811,0.410256,0.827293,0.031314,0.008242,0.110327,0.010573,0,0.002575,0.003144,0.001638,0.001763,0.02163,0.010975,0.019289,0,0,0.001233,0.051337,0.051338,0,0.071429,0.08,0,0.123092,0.021829,0.046802,0,0.065717,0,0.25,0,0.051174,0,0,0,0,0.48,0,0.042705,0.033691,0.054187,0.027972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,788,12/31/1997,0
0.862081,0.516053,0.283465,0.99359,0.827293,0.076008,0.110455,0.170908,0.051135,0,0.023407,0.030851,0.010336,0.001763,0.122085,0.082038,0.104589,0,0,0.024041,0.250574,0.250574,0,0.083333,0.24,0.545455,0.0782,0.125974,0.148206,0.099355,0.124863,0,0,0.257778,0.062919,0,0,0.230769,0,0.46,0,0.154804,0.096478,0.123153,0.111888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,790,12/31/1997,1
0.867807,0.94675,0.283465,0.99359,0.827293,0.061108,0.043628,0.179667,0.037638,0,0.019117,0.013961,0.007608,0.001763,0,0,0,0,0,0,0.156586,0.156586,0,0.011905,0.48,0.363636,0,0.083044,0.194228,0.322581,0,0,0,0.555556,0,0,0,0.2,0,0.3,0,0.355872,0.07657,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,791,12/31/1997,0
0.836632,0.480031,0.301181,0.775641,0.827293,0.034759,0.021708,0.132258,0.012053,0,0.009842,0.007349,0.001749,0.001763,0.025053,0,0.025053,0,0,0,0.053524,0.053524,0,0.107143,0.12,0,0,0.025053,0.038222,0.025806,0.010953,0.02265,0,0,0.041946,0,0,0,0,0.745,0,0,0.026034,0.083744,0.111888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,793,12/31/1997,0
0.905344,0.802662,0.429134,0.519231,0.827293,0.021134,0,0.104321,0.000407,0,0,0,0,0.001763,0.002901,0,0.002901,0,0,0,0.007592,0.007592,0,0.011905,0.08,0,0.001815,0.002901,0.00156,0.003871,0,0,0,0,0.002517,0,0,0,0,1,0,0,0.001531,0,0.006993,0,0.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,794,12/31/1997,4
0.885621,0.584182,0.440945,0.089744,0.827293,0.064933,0.051859,0.198724,0.044358,0,0.015695,0.013185,0.008147,0.001763,0.080915,0.002683,0.080343,0,0,0,0.225902,0.225902,0,1,0.08,0,0.297248,0.080915,0.209828,0.087742,0.221249,0,0,0,0.22651,0,0,0,0,0.455,0,0.199288,0.156202,0.236453,0.055944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,795,12/31/1997,0
0.872897,0.651527,0.958661,0.391026,0.827293,0.023446,0,0.104554,0.001484,0,0,0,0,0.001763,0.003672,0.004134,0.002791,0,0.055483,0,0.008254,0.008254,0,0.011905,0.2,0,0.00076,0.004332,0.00702,0.003871,0,0.007928,0,0,0.008389,0,0,0,0,0.475,0,0.001779,0.013783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,797,12/31/1997,1
0.842712,0.703994,0.275591,0.974359,0.827293,0.022897,0,0.104561,0.001339,0,0,0,0,0.001763,0.003567,0.001847,0.003173,0,0,0,0.008303,0.008303,0,0.011905,0.2,0,0.001329,0.003567,0.00546,0.002581,0.006572,0,0,0,0.006711,0,0,0,0,0.595,0,0,0.009188,0.004926,0.006993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,798,12/31/1997,1
0.797186,0.180893,0.442913,0.051282,0.827293,0.049944,0.045677,0.221301,0.027473,0,0.011539,0.010187,0.004366,0.001763,0.047898,0.037602,0.039879,0,0.055483,0,0.10141,0.10141,0,0.071429,0.2,0.363636,0.042222,0.048558,0.100624,0.167742,0,0,0,0.206667,0.03104,0,0,0.123077,0,0.4525,0,0.137011,0.036753,0.029557,0.160839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,799,12/31/1997,0
0.822211,0.645262,0.165354,0.724359,0.827293,0.078261,0.060629,0.210365,0.035615,0,0.026489,0.0147,0.009792,0.001763,0.057584,0.003605,0.056815,0.238037,0,0,0.109704,0.10064,0.265202,0.011905,0.56,0.181818,0,0.061231,0.145866,0.242581,0,0,0,0.417778,0,0,0,0.307692,0,0.195,0.312139,0.215302,0.019908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,800,12/31/1997,0
0.85996,0.372749,0.120079,0.044872,0.827293,0.047964,0.022066,0.166695,0.013306,0,0.014503,0.012853,0.011679,0.001763,0.047195,0,0.047195,0,0,0,0.078597,0.078597,0,0.011905,0.2,0.090909,0.067406,0.047195,0.084243,0.104516,0.030668,0,0,0.242222,0,0,0,0.169231,0,0.2775,0,0.172598,0.018377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,801,12/31/1997,0
0.735261,1,0.281496,0.705128,0.827293,0.064481,0.045256,0.140793,0.040536,0,0.017071,0.011375,0.011838,0.001763,0.039316,0.028614,0.033214,0,0,0.000807,0.094227,0.094227,0,0.071429,0.12,0.181818,0.368617,0.039447,0.100624,0.166452,0,0.001133,0,0.175556,0.042785,0,0,0.230769,0,0.4125,0,0.103203,0.091884,0.059113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,802,12/31/1997,0
0.822141,0.642913,0.165354,0.724359,0.827293,0.092726,0.081308,0.253855,0.040587,0,0.03575,0.016135,0.010333,0.001763,0.065487,0.003605,0.064719,0.238037,0,0,0.124714,0.11565,0.265202,0.011905,0.64,0.181818,0.007497,0.069135,0.167707,0.27871,0,0,0,0.48,0,0,0,0.338462,0,0.195,0.358382,0.247331,0.022971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,804,12/31/1997,0
