@RELATION masshousingdata

@ATTRIBUTE Rm_Key REAL
@ATTRIBUTE Loan_Closed_Days_Since REAL
@ATTRIBUTE Census_Block_Order_Key REAL
@ATTRIBUTE Foa_Mgmt_Co_Dim_Key REAL
@ATTRIBUTE Owner_Key REAL
@ATTRIBUTE Is_Detail_Code_236DEC REAL
@ATTRIBUTE Is_Detail_Code_DISPA REAL
@ATTRIBUTE Is_Detail_Code_ELDER REAL
@ATTRIBUTE Is_Detail_Code_INTERN REAL
@ATTRIBUTE Is_Detail_Code_M2W REAL
@ATTRIBUTE Is_Detail_Code_M2WDEC REAL
@ATTRIBUTE Is_Detail_Code_MISC REAL
@ATTRIBUTE Is_Detail_Code_OPTION REAL
@ATTRIBUTE Is_Detail_Code_OSDEBT REAL
@ATTRIBUTE Is_Detail_Code_RAD REAL
@ATTRIBUTE Is_Detail_Code_RADDEC REAL
@ATTRIBUTE Is_Detail_Code_RDAL REAL
@ATTRIBUTE Is_Detail_Code_S8LMSA REAL
@ATTRIBUTE Is_Detail_Code_S8NCON REAL
@ATTRIBUTE Is_Detail_Code_S8SUBR REAL
@ATTRIBUTE Is_Detail_Code_SEC13A REAL
@ATTRIBUTE Is_Detail_Code_SEC236 REAL
@ATTRIBUTE Is_Detail_Code_SHARP REAL
@ATTRIBUTE Is_Detail_Code_SHRDAL REAL
@ATTRIBUTE Is_Detail_Code_SOFT REAL
@ATTRIBUTE Is_Detail_Code_TCRED4 REAL
@ATTRIBUTE Is_Detail_Code_TCRED9 REAL
@ATTRIBUTE Stmt_Days_Since REAL
@ATTRIBUTE Dsc_Ratio_Ii REAL
@ATTRIBUTE Current_Ratio REAL
@ATTRIBUTE Total_Total_Funds_Flow_Prior_To_Ce__DS REAL
@ATTRIBUTE Total_Replacement_Reserve_Reimbursements REAL
@ATTRIBUTE Total_Interest_Income_Earned_On_RR_And_Special_Escrow REAL
@ATTRIBUTE Total_Gross_Debt_Service__Mortgage REAL
@ATTRIBUTE Total_Gross_Debt_Service__Energy_Loans REAL
@ATTRIBUTE Total_Current_Assets REAL
@ATTRIBUTE Total_Current_Liabilities REAL
@ATTRIBUTE Current_Portion_Of_Mortgage_Payable REAL
@ATTRIBUTE Notes__Advances__Due_Within_1_Year REAL
@ATTRIBUTE Gross_Sf_Residential REAL
@ATTRIBUTE Gross_Sf_Residential_Communal REAL
@ATTRIBUTE Gross_Sf_Residential_Noncommunal REAL
@ATTRIBUTE Gross_Sf_Commercial REAL
@ATTRIBUTE Gross_Sf_Unfinished_Space REAL
@ATTRIBUTE Gross_Sf_Parking_Structure REAL
@ATTRIBUTE Square_Footage_Net_Rentable REAL
@ATTRIBUTE Square_Footage_Residential_Net_Rentable REAL
@ATTRIBUTE Square_Footage_Commercial_Net_Rentable REAL
@ATTRIBUTE Number_Of_Buildings REAL
@ATTRIBUTE Number_Of_Predominant_Stories REAL
@ATTRIBUTE Number_Of_Elevators REAL
@ATTRIBUTE Total_Gross_Sf_Land REAL
@ATTRIBUTE Total_Gross_Sf_Buildings REAL
@ATTRIBUTE Total_Rental_Units REAL
@ATTRIBUTE Low_Income_Rental_Units REAL
@ATTRIBUTE Moderate_Income_Rental_Units REAL
@ATTRIBUTE Market_Rate_Rental_Units REAL
@ATTRIBUTE Non_Revenue_Rental_Units REAL
@ATTRIBUTE Elderly_Restricted_Rental_Units REAL
@ATTRIBUTE Unrestricted_Rental_Units REAL
@ATTRIBUTE Student_Rental_Units REAL
@ATTRIBUTE Other_Restricted_Rental_Units REAL
@ATTRIBUTE Fully_Access_Handicapped_Rental_Units REAL
@ATTRIBUTE Partially_Access_Handicapped_Rental_Units REAL
@ATTRIBUTE Average_Bedroom_Density REAL
@ATTRIBUTE Studio_Rental_Units REAL
@ATTRIBUTE One_Bedroom_Rental_Units REAL
@ATTRIBUTE Two_Bedroom_Rental_Units REAL
@ATTRIBUTE Three_Bedroom_Rental_Units REAL
@ATTRIBUTE Four_Bedroom_Rental_Units REAL
@ATTRIBUTE Five_Bedroom_Rental_Units REAL
@ATTRIBUTE Six_Bedroom_Rental_Units REAL
@ATTRIBUTE Financial_Rating {1, 0}

@DATA
-0.51707,0.738435,-0.165706,-1.5556,-0.128189,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,1.50139,1.1093,-0.636782,-0.622342,-0.563947,-0.605477,-0.0838857,-0.499668,-0.430038,-0.31139,-0.103376,-0.568998,-0.423041,-0.530142,-0.320497,-0.218732,-0.110161,-0.908838,-0.900589,-0.322542,-0.581969,-0.802478,-0.787609,-0.517974,-0.658436,-0.973246,-0.959532,-0.302257,-0.350313,-0.279203,-0.681578,-0.657332,0,-0.0418331,-0.791298,-0.129952,0.642822,-0.325276,-0.958314,-0.664744,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.511288,0.909323,1.76345,-0.416326,0.964413,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,-0.401399,4.03053,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.0292334,-0.282668,-0.436104,-0.54443,-0.268185,-0.389396,-0.0838857,-0.33653,-0.3108,-0.237539,-0.103376,-0.195368,-0.423041,-0.152885,-0.320497,-0.218732,-0.110161,-0.133191,-0.120304,-0.322542,-0.686873,-0.527371,-0.787609,-0.552851,-0.289577,-0.0931493,-0.283959,0.494231,-0.350313,-0.279203,1.07835,-0.708759,0,-0.0418331,0.490231,-0.129952,-0.876905,-0.325276,0.697058,-0.597531,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.499723,0.996255,1.55646,-0.897969,1.11149,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,7.6219,-0.058275,-0.176571,-0.492797,-0.480384,-0.401399,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.34145,-0.551704,1.5026,1.04834,3.30049,2.30527,-0.0838857,0.656841,1.69688,0.86452,-0.103376,6.37911,0.57688,6.38054,-0.320265,-0.218732,-0.110161,10.4895,10.5659,-0.322284,6.02701,2.2237,3.83057,6.35717,6.20096,8.68382,2.63548,13.1053,-0.350313,-0.279203,6.14574,5.831,0,-0.0418331,7.15418,-0.129952,0.225315,-0.325276,7.81828,6.34221,7.60972,2.3337,-0.131847,-0.0989331,0
-0.49394,0.782199,-1.65328,-0.740509,1.13251,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.0368485,-0.163356,-0.31601,-0.203241,-0.467969,-0.300623,-0.0838857,-0.258721,-0.0191772,-0.187236,0.462232,-0.610144,-0.423041,-0.571688,-0.320497,-0.218732,-0.110161,0.376028,0.391959,-0.322542,1.41122,-0.802478,-0.787609,3.52414,0.0894107,0.138876,0.584634,-0.14001,-0.350313,-0.279203,0.410793,-0.0830674,0,-0.0418331,0.105772,-0.129952,0.308816,-0.325276,0.16609,-0.12704,0.561034,0.525881,-0.131847,-0.0989331,1
-0.488158,0.717,-1.34141,-0.870182,-1.13674,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,0.854112,-0.437071,0.34806,-0.00965,3.6994,-0.167552,-0.0838857,-0.37972,-0.243345,-0.143871,-0.103376,0.267738,-0.423041,0.314719,-0.320497,-0.218732,-0.110161,0.649295,0.66686,-0.322542,2.04064,-0.802478,-0.787609,2.88018,0.167616,0.578925,-0.38047,1.85121,-0.350313,-0.279203,2.35279,-0.708759,0,-0.0418331,0.87469,-0.129952,-0.6097,-0.325276,1.38419,0.0745985,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.476593,0.782199,-1.5622,-0.944281,-1.40989,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.417601,-0.530649,-0.620601,-0.624669,-0.502351,-0.523748,0.606917,-0.49526,-0.369273,-0.27971,-0.095518,-0.418797,-0.423041,-0.378483,-0.320497,-0.218732,-0.099702,-0.609407,-0.599368,-0.322542,0.152362,-0.802478,-0.787609,0.98882,-0.508968,-0.701216,-0.863022,0.0812369,-0.350313,-0.279203,-0.620891,-0.400199,0,-0.0418331,-0.791298,-0.129952,0.308816,-0.325276,-0.64598,-0.597531,-0.199903,-0.112173,-0.131847,-0.0989331,0
-0.47081,0.806612,-1.18962,-0.11993,0.271031,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.0368485,0.903432,-0.307939,-0.565438,0.20378,-0.263483,-0.0838857,-0.0781898,-0.315949,-0.171765,-0.103376,0.0346683,-0.423041,0.0793856,-0.320497,-0.218732,-0.110161,0.321619,0.337224,-0.322542,0.676885,-0.802478,-0.787609,-0.552851,-0.0624776,-0.237165,-0.742384,0.390982,0.089269,-0.279203,-0.681578,0.13121,0,-0.0418331,-0.791298,-0.129952,1.32753,-0.325276,-0.83338,0.0745985,0.761281,0.525881,-0.131847,-0.0989331,1
-0.465028,0.611312,-0.168466,-1.51855,0.439124,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.706973,-0.4862,-0.652934,-0.548779,-0.421089,-0.560132,-0.0838857,-0.512078,-0.405061,-0.295327,-0.103376,-0.490404,-0.423041,-0.450785,-0.320497,-0.218732,-0.0518458,-0.733012,-0.723712,-0.322542,-0.37216,-0.802478,-0.787609,-0.327343,-0.57424,-0.893238,-0.911277,-0.213759,-0.350313,-0.279203,-0.681578,-0.571621,0,-0.0418331,-0.278686,-0.129952,2.31285,-0.325276,-0.958314,-0.698351,-0.199903,0.100512,-0.131847,-0.0989331,0
-0.459245,0.371653,-1.05439,-0.11993,1.04846,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,2.02923,-0.480384,-0.401399,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.303375,-0.132943,-6.47767e-05,0.407862,-0.306293,0.172695,-0.0838857,-0.155758,-0.177278,-0.0366889,-0.095894,0.744943,0.151913,0.736239,-0.320497,-0.218732,-0.110161,1.69763,1.72147,-0.322542,1.72593,-0.802478,-0.787609,-0.552851,0.638727,0.818951,1.79101,-0.361256,-0.350313,-0.279203,-0.681578,1.2626,0,-0.0418331,0.746537,-0.129952,0.642822,-0.325276,0.478424,0.39386,1.32197,2.12101,-0.131847,-0.0989331,1
-0.453463,0.953086,0.816811,-0.221816,-0.0651539,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.333835,-0.453447,-0.311557,0.0904112,0.256415,-0.211276,-0.0838857,-0.158155,-0.0809355,-0.170558,-0.103376,0.0744379,-0.423041,0.119541,-0.320497,-0.218732,-0.110161,0.13387,0.148353,-0.322542,-0.581969,0.573057,-0.787609,-0.552851,-0.0232158,0.026864,-0.585554,1.08422,-0.350313,-0.279203,-0.681578,0.414057,0,-0.0418331,-0.791298,-0.129952,0.308816,-0.325276,-0.552279,0.998777,-0.520298,-0.324857,-0.131847,-0.0989331,0
-0.44768,0.850375,0.750574,3.14969,1.19554,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.402371,-0.626566,-0.623337,-0.666837,-0.63672,-0.514769,-0.0838857,-0.4802,-0.27655,-0.317069,-0.103376,-0.455886,-0.148863,-0.444696,-0.320497,-0.218732,-0.0807316,-0.716581,-0.707183,-0.322542,-0.267255,-0.252264,-0.787609,-0.528149,-0.543435,-0.885237,-0.935404,-0.272758,-0.236347,-0.279203,-0.681578,-0.56305,0,-0.0418331,-0.791298,-0.129952,-0.0418902,-0.10708,-0.911464,-0.614334,-0.440199,-0.324857,-0.131847,-0.0989331,0
-0.436115,0.533609,0.532543,-1.26846,0.481147,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,2.02923,-0.480384,-0.401399,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,0.00122679,0.283478,0.297304,-0.0449451,0.414884,0.251929,-0.0838857,0.411924,-0.105702,0.0125551,-0.103376,0.0706355,1.02669,-0.0363876,-0.320497,-0.218732,0.208036,0.0136288,0.0273931,-0.322542,-0.581969,1.67348,0.53187,-0.488955,0.00907164,0.138876,0.765591,-0.361256,-0.350313,-0.279203,1.51834,-0.708759,0,-0.0418331,1.131,-0.129952,-0.793403,-0.325276,0.978159,-0.412696,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.430332,0.836085,-0.723202,-0.98133,0.313054,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,0.00122679,-0.14464,-0.26435,-0.034057,0.170577,-0.295014,-0.0838857,-0.321295,-0.305741,-0.190703,-0.103376,0.0486105,0.759566,-0.0306023,-0.320497,-0.218732,0.102544,0.0827703,0.0969479,-0.322542,-0.581969,0.573057,0.53187,-0.345956,-0.0246209,0.194883,-0.525235,1.32022,-0.350313,-0.279203,1.04801,-0.383056,0,-0.0418331,1.00284,-0.129952,-0.793403,-0.325276,1.07186,-0.395892,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.42455,-1.95021,0.880288,3.09411,0.670251,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,2.02923,-0.480384,-0.401399,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,0.214448,-0.509594,4.99405,1.65388,17.7113,3.43662,-0.0838857,3.25905,3.60122,0.041519,0.0323676,2.7886,4.66646,2.32613,-0.320497,1.64265,20.0856,5.03178,5.07554,-0.322542,1.62102,-0.527371,3.83057,0.815382,4.98096,5.17943,8.36578,-0.361256,-0.350313,-0.279203,0.501824,5.26531,0,-0.0418331,4.20666,-0.129952,0.191914,-0.325276,5.14782,3.06558,4.60602,2.65273,-0.131847,-0.0989331,1
-0.418767,0.831917,0.231717,-0.231078,1.44768,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.0216184,-0.0627597,-0.382782,-0.435625,-0.447594,-0.347327,-0.0838857,-0.271237,-0.317325,-0.225407,-0.103376,-0.187202,0.0523712,-0.194514,-0.320497,-0.218732,-0.00358204,-0.202005,-0.189531,-0.322542,-0.37216,-0.527371,-0.787609,0.853305,-0.269443,-0.301172,-0.706192,0.626979,-0.350313,-0.279203,-0.484345,-0.048783,0,-0.0418331,-0.278686,-0.129952,0.0416113,-0.325276,-0.115011,-0.429499,-0.119805,0.313196,-0.131847,-0.0989331,1
-0.412985,0.886101,0.560142,-0.231078,-0.800559,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.356681,-0.376246,-0.59869,-0.441015,-0.333836,-0.533127,-0.0838857,-0.445428,-0.369793,-0.285388,-0.103376,-0.4955,-0.212108,-0.478059,-0.0417432,-0.218732,-0.110161,-0.781977,-0.786114,-0.0126943,-0.581969,0.0228428,-0.127869,-0.532993,-0.579722,-0.773224,-0.875085,-0.0367613,-0.350313,-0.279203,-0.681578,-0.443054,0,-0.0418331,-0.791298,-0.129952,-1.12741,0.692973,-0.817764,-0.698351,-0.360101,-0.324857,-0.131847,-0.0989331,1
-0.407202,0.708664,1.46538,-0.240341,1.42667,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.120614,-0.413677,-0.610479,-0.611211,-0.3386,-0.549905,-0.0838857,-0.415946,-0.346076,-0.290469,-0.103376,-0.426017,-0.19141,-0.410074,0.873498,-0.218732,-0.110161,-0.714262,-0.759618,0.968491,-0.581969,0.0228428,-0.127869,-0.51273,-0.490922,-0.773224,-0.887149,-0.0220115,-0.350313,-0.279203,-0.211252,-0.708759,0,-0.0418331,-0.791298,-0.129952,-0.927006,-0.325276,-0.505429,-0.731957,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.395637,0.852162,-0.874995,-0.295915,1.36363,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.112999,-0.413677,-0.493193,-0.425208,0.138836,-0.453921,-0.0838857,-0.422693,-0.316176,-0.254683,-0.0664467,-0.29847,-0.423041,-0.256987,-0.320497,-0.218732,-0.110161,-0.404704,-0.393441,-0.322542,-0.267255,-0.527371,-0.787609,-0.552851,-0.391362,-0.381181,-0.38047,0.0812369,-0.350313,-0.279203,0.532167,-0.708759,0,-0.0418331,-0.278686,-0.129952,-0.392596,-0.325276,-0.177478,-0.261466,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.389855,0.876276,-1.20618,-0.814608,-0.884605,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.166304,-0.296704,-0.053143,1.11732,-0.0362817,-0.125668,-0.0838857,-0.135,-0.156273,-0.111006,-0.103376,0.690379,1.50576,0.539116,-0.320497,-0.218732,-0.110161,1.26521,1.28646,-0.322542,-0.267255,0.29795,2.51109,0.323338,0.58486,1.251,0.0296995,1.92496,0.382324,-0.279203,3.02035,-0.365914,0,-0.0418331,1.89991,-0.129952,-0.943706,1.05663,2.68038,-0.244663,-0.480249,-0.324857,-0.131847,-0.0989331,1
-0.384072,0.757191,0.168239,-0.360752,0.92239,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.0520786,-0.476842,-0.440304,-0.472319,0.506051,-0.411013,-0.0838857,-0.407989,-0.287243,-0.229641,-0.103376,-0.218385,0.456939,-0.268443,-0.320497,-0.218732,-0.110161,-0.349827,-0.338236,-0.322542,-0.581969,0.0228428,0.53187,-0.21745,-0.3123,-0.261168,-0.694128,0.685978,-0.350313,-0.279203,0.759745,-0.708759,0,-0.0418331,-0.791298,10.2474,-0.760003,-0.325276,0.291024,-0.513515,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.378289,0.777733,-1.15926,-0.740509,1.13251,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,-0.401399,-0.248107,-0.236095,-0.10128,-0.348508,4.75126,-0.12941,0.551437,-0.128229,0.241368,-0.498445,-0.473558,-0.175037,-0.444407,-0.0838857,-0.222279,-0.345169,-0.251705,-0.103376,-0.213798,0.491887,-0.267478,-0.320497,-0.218732,-0.110161,-0.422398,-0.411241,-0.322542,-0.581969,0.0228428,-0.127869,-0.453601,-0.307772,-0.381181,-0.0668109,-0.361256,-0.28519,-0.279203,0.532167,-0.708759,0,-0.0418331,-0.791298,-0.129952,-0.876905,-0.325276,0.181706,-0.647941,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.366724,0.782199,-0.328539,1.01008,0.712274,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.173919,-0.453447,-0.588894,-0.269953,-0.605026,-0.559608,-0.0838857,-0.487924,-0.387816,-0.291173,-0.103376,-0.488518,-0.337748,-0.457829,1.02681,0.553266,0.32376,-0.718835,-0.772981,1.17506,-0.581969,-0.527371,-0.787609,-0.510051,-0.484686,-0.789226,-0.887149,-0.0515111,-0.350313,-0.279203,-0.681578,-0.460196,0,-0.0418331,-0.791298,-0.129952,-1.02721,-0.325276,-0.505429,-0.765564,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.360942,0.777733,0.620859,-0.777558,0.733286,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,2.02923,-0.480384,-0.401399,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,1.14348,-0.22886,-0.433808,-0.666837,0.0550268,-0.514967,-0.0838857,-0.205244,-0.288163,-0.274536,-0.103376,-0.401302,-0.0551703,-0.399411,-0.320497,-0.218732,-0.110161,-0.627264,-0.617331,-0.322542,-0.581969,-0.527371,-0.787609,-0.43565,-0.492881,-0.629208,-0.392533,-0.361256,-0.350313,-0.279203,0.0618409,-0.708759,0,-0.0418331,-0.791298,-0.129952,-0.542899,-0.325276,-0.411729,-0.530318,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.355159,0.823581,0.477346,-0.231078,1.44768,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,2.08167,-0.401399,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,0.039302,0.498708,0.330221,1.58772,0.543452,0.0706285,-0.0838857,-0.0888355,-0.369378,-0.317069,-0.103376,-0.14509,0.911354,-0.242107,-0.320497,-0.218732,-0.110161,0.00470034,0.0184112,-0.322542,-0.37216,0.0228428,-0.127869,-0.491088,-0.23994,0.0668684,0.463996,-0.361256,-0.08982,-0.279203,-0.438829,0.319775,0,-0.0418331,-0.791298,-0.129952,-0.776703,0.692973,0.462807,-0.311876,-0.360101,-0.324857,-0.131847,-0.0989331,1
-0.349377,0.825665,0.242756,-0.638623,1.46869,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,2.49129,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.23484,0.0752677,-0.371599,-0.551752,-0.0472236,-0.243258,-0.0838857,-0.171661,-0.293927,-0.196061,-0.103376,-0.140467,0.362097,-0.179818,-0.320497,-0.218732,-0.110161,-0.103814,-0.0907516,-0.322542,2.14555,-0.802478,-0.787609,0.14621,-0.235376,-0.125153,-0.645873,0.464731,0.10555,-0.279203,1.01767,-0.708759,0,-0.0418331,-0.0223805,-0.129952,-0.693202,-0.325276,0.447191,-0.395892,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.343594,0.738435,-0.127068,0.519173,-1.49394,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,-0.401399,-0.248107,-0.236095,-0.10128,-0.348508,4.75126,-0.12941,0.551437,0.214448,-0.350512,-0.299542,0.0405098,-0.224417,-0.382403,-0.0838857,-0.379983,-0.306733,-0.21782,-0.103376,-0.0543251,-0.423041,-0.010472,-0.320497,-0.218732,-0.110161,-0.113766,-0.100763,-0.322542,-0.162351,-0.527371,-0.787609,-0.325501,-0.150335,-0.0611457,-0.621746,0.789226,-0.154943,-0.279203,1.13904,-0.708759,0,-0.0418331,0.87469,-0.129952,-0.359196,-0.325276,0.16609,0.040992,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.337812,0.729504,0.764373,-1.26846,0.481147,-0.0825535,-0.058275,-0.0942219,-0.228543,-0.0825535,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,2.08167,-0.401399,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.0596936,0.145451,0.390395,-0.102343,0.63693,0.41218,-0.0838857,0.375101,0.0451725,0.28546,-0.103376,0.367474,0.760866,0.291221,-0.320497,-0.218732,-0.110161,0.354328,0.370129,-0.322542,-0.581969,1.12327,1.19161,-0.435655,0.266079,0.522919,1.34465,-0.361256,-0.350313,-0.279203,2.24658,-0.708759,0,-0.0418331,-0.791298,-0.129952,-1.29441,3.38406,0.931309,-0.412696,-0.520298,-0.324857,-0.131847,-0.0989331,1
-0.332029,0.585709,0.816811,-0.221816,-0.0651539,-0.0825535,-0.058275,-0.0942219,-0.228543,12.1134,-0.0825535,-0.155776,-0.058275,-0.058275,-0.166821,-0.131201,-0.058275,-0.176571,-0.492797,-0.480384,-0.401399,-0.248107,-0.236095,-0.10128,-0.348508,-0.210471,-0.12941,0.551437,-0.21961,-0.109549,0.0564269,1.16015,0.369937,0.0350568,-0.0838857,0.286758,-0.0862435,-0.112965,-0.103376,0.0324658,-0.423041,0.0771617,-0.320497,4.38704,-0.110161,0.309576,0.32511,-0.322542,1.41122,-0.802478,-0.787609,-0.552851,0.0272564,-0.0611457,0.463996,-0.361256,-0.350313,-0.279203,-0.681578,0.319775,0,-0.0418331,-0.791298,-0.129952,1.14383,-0.325276,-0.958314,0.746728,0.440886,0.313196,-0.131847,-0.0989331,1
