rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
730,1/24/1973,416,36,109,236DEC,12/31/2007,A,0.99,3.09,"1,284,045","307,165","36,017","949,431",0,"1,638,088","765,282","235,851",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2008,C,0.75,1.55,"914,391","149,985","20,422","993,028",0,"1,200,786","1,021,753","247,772",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2009,A,1.05,3.52,"1,260,372","211,712","1,618","992,643",0,"2,978,706","1,106,891","260,306",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2010,B,0.92,2.5,"1,097,466","179,086","3,141","992,351",0,"1,026,733","684,348","273,488",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
731,6/7/1973,504,66,8,SEC236,12/31/1995,A,1.5,4.93,"234,714","36,840","8,094","126,641",0,"260,515","74,813","21,979",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/1996,A,1.14,4.83,"216,629","63,131","9,689","126,641",0,"213,362","67,723","23,584",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/1997,A,1.07,5.06,"204,864","60,549","9,261","126,641",0,"300,586","84,733","25,310",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/1998,A,1.07,5.49,"203,844","62,234","6,458","126,641",0,"309,749","83,544","27,116",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/1999,A,1.14,6.58,"208,073","60,492","5,421","125,222",0,"315,437","77,114","29,163",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2000,C,0.75,5.48,"134,524","32,970","6,064","126,641",0,"266,808","79,987","31,312",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2001,A,1.13,5.97,"176,613","26,892","6,420","126,641",0,"253,776","76,119","33,623",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2002,A,1.08,3.32,"142,130",0,"4,870","126,641",0,"223,938","103,560","36,113",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2003,C,0.4,1.94,"70,337","15,524","4,622","126,641",0,"96,893","88,742","38,794",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2004,A,1.09,2,"200,609","57,289","4,930","126,641",0,"138,965","112,270","42,794",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2005,F,-0.02,0.47,"130,661","129,595","4,147","126,641",0,"85,811","228,456","44,795",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2006,C,0.97,0.45,"218,563","92,484","3,492","126,641",0,"100,925","274,163","48,150",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2007,B,1.26,0.67,"216,299","54,661","2,955","125,681",0,"117,731","225,305","50,195",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2008,A,1.4,1.02,"240,792","62,333","1,636","126,641",0,"112,955","165,966","55,674",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2009,B,1.38,0.73,"280,859","105,948",550,"126,641",0,"98,782","193,858","59,268",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
731,6/7/1973,504,66,8,SEC236,12/31/2010,B,1.33,0.55,"248,905","80,610",190,"126,641",0,"104,263","254,026","64,438",0,"54,112","10,510","43,602",0,0,"3,210","43,560","43,560",0,1,3,0,"90,022","54,112",60,15,45,0,0,0,60,0,0,0,0,1.5,0,36,18,6,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/1995,A,1.2,3.8,"1,031,666","38,600","47,881","788,959",0,"632,430","573,034","406,388",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/1996,A,1.09,4.73,"979,058","104,419","40,782","768,226",0,"825,015","499,467","325,009",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/1997,A,1.03,5.19,"939,375","99,566","24,569","794,203",0,"767,878","505,757","357,715",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/1998,A,1.23,5.04,"979,332","13,643","16,846","773,552",0,"767,139","517,119","364,910",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/1999,A,1.25,4.57,"1,057,759","95,193","15,526","758,813",0,"707,130","541,121","386,487",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2000,A,1.27,5.27,"1,006,166","44,728","18,528","741,607",0,"779,837","565,982","417,959",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2001,A,1.34,5.17,"856,410","19,727","11,029","616,397",0,"814,994","474,121","316,472",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2002,A,1.14,4,"916,276","54,623","3,311","755,813",0,"880,066","555,786","335,552",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2003,A,1.17,3.85,"1,070,107","73,712","2,378","848,016",0,"795,852","525,338","318,519",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2004,A,1.22,4.52,"1,300,991","317,629","3,436","801,525",0,"759,417","642,926","474,781",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2005,A,1.05,2.02,"1,438,850","454,199","9,144","931,993",0,"530,830","710,387","448,090",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2006,B,0.97,1.27,"1,334,775","476,976","10,866","869,367",0,"518,797","1,091,677","682,656",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2007,A,1.13,1.6,"1,344,677","131,821","12,013","1,066,467",0,"450,861","1,093,695","812,248",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2008,C,0.99,1.14,"1,247,182","103,487","4,282","1,153,214",0,"309,509","915,266","644,275",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2009,A,1.11,1.42,"1,098,914","56,113",732,"942,551",0,"331,840","1,195,051","961,133",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
735,1/15/1975,1238,83,75,S8NCON,12/31/2010,A,1.02,1.45,"1,281,104","41,384",554,"1,213,703",0,"325,209","1,304,228","1,079,398",0,"125,891","22,309","103,582",0,0,"8,309","102,920","102,920",0,1,9,2,0,"125,891",156,156,0,0,0,156,0,0,0,15,0,1,16,124,16,0,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/1995,F,0.87,0.43,"1,744,140","264,621","40,940","1,662,466",0,"649,313","19,283,199","17,767,534",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/1996,A,1.16,11.06,"542,529","50,211","9,515","416,979",0,"5,025,639","759,877","305,536",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/1997,B,1.2,0.76,"2,142,011","111,610","30,608","1,662,466",0,"1,352,539","2,097,636","320,812",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/1998,C,0.99,0.5,"1,899,555","227,659","34,214","1,662,466",0,"333,119","1,061,245","392,994",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/1999,A,1.13,2.83,"2,105,601","189,099","30,292","1,662,466",0,"1,276,358","871,858","420,440",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2000,A,1.08,3.17,"2,119,885","286,128","32,214","1,662,466",0,"1,502,119","924,245","449,821",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2001,C,0.89,2.33,"1,818,832","314,768","20,788","1,662,466",0,"1,423,450","1,092,038","481,276",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2002,A,1.12,3.07,"2,136,156","274,606","8,776","1,659,800",0,"1,583,736","1,030,736","514,952",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2003,A,1,2.73,"1,972,423","296,923","6,178","1,662,466",0,"1,832,790","1,250,980","579,454",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2004,B,0.93,1.85,"1,781,907","229,323","4,838","1,662,466",0,"1,542,742","1,461,951","629,511",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2005,B,0.96,1.06,"1,840,077","239,601","5,172","1,662,466",0,"984,665","1,600,671","673,617",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2006,D,0.96,0.81,"1,955,444","351,418","9,594","1,662,466",0,"683,491","1,519,969","675,274",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2007,D,0.98,0.64,"1,959,867","323,698","8,010","1,662,466",0,"619,555","1,691,243","722,718",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2008,F,0.88,0.48,"1,755,843","289,999","4,642","1,662,466",0,"495,970","1,815,882","773,541",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2009,B,1.16,0.65,"2,262,640","335,363","2,057","1,662,466",0,"519,162","1,625,952","827,993",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
737,7/31/1973,315,278,141,SEC236,12/31/2010,B,1.12,0.81,"2,307,825","452,978",770,"1,662,466",0,"506,616","1,514,231","886,337",0,"542,637","13,486","529,151","27,384",0,0,"395,811","373,110","22,701",4,35,10,"27,591","570,021",489,114,375,0,0,184,305,0,0,4,0,1.61,0,207,264,18,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/1995,A,1.07,1.74,"415,719","21,029",0,"368,432",0,"241,170","211,339","72,847",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/1996,F,0.82,0.89,"369,092","58,089","8,859","368,432",0,"148,967","244,697","77,890",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/1997,C,0.91,0.71,"419,417","76,600","9,315","368,432",0,"123,255","256,655","83,281",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/1998,B,1.27,0.67,"628,263","125,185","35,663","368,432",0,"154,906","319,543","89,047",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/1999,C,0.95,0.79,"483,700","94,489","38,811","368,432",0,"189,581","335,288","95,211",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2000,B,1.07,0.72,"641,092","204,588","42,148","368,432",0,"240,712","437,566","101,802",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2001,A,1.59,1.19,"690,411","95,138","34,671","352,928",0,"379,618","428,472","108,849",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2002,B,1.87,0.96,"774,960","59,624","25,315","368,432",0,"254,659","382,501","116,384",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2003,A,1.81,1.01,"707,186","27,347","14,169","368,432",0,"314,017","435,222","124,441",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2004,D,0.72,1.13,"335,911","59,502","12,047","368,432",0,"370,641","472,519","143,596",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2005,B,1.28,0.87,"578,518","92,825","12,396","368,432",0,"377,816","577,573","142,266",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2006,C,1.01,0.9,"685,844","283,835","28,094","368,432",0,"439,787","638,116","152,114",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2007,A,1.79,1.09,"689,646",0,"30,859","368,432",0,"605,182","716,154","162,644",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2008,B,1.56,0.89,"582,691",0,"9,597","368,432",0,"492,578","729,611","173,903",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2009,F,0.89,0.83,"636,373","304,256","4,287","368,432",0,"487,009","771,516","185,942",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
738,10/15/1975,526,282,120,SEC13A,12/31/2010,B,1.18,0.84,"519,063","84,434","1,312","368,432",0,"570,592","878,041","198,273",0,"116,872","1,296","115,576","14,870",0,0,"115,646","100,776","14,870",1,12,2,"37,826","131,742",131,33,98,0,0,0,131,0,0,13,0,1.47,0,72,57,2,0,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/1995,B,1.25,0,"632,887",0,"44,924","427,378","42,373",0,0,0,0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/1996,A,1.01,2.98,"813,793","99,684","53,155","618,976","36,390","929,078","436,763","125,377",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/1997,A,0.96,2.68,"912,194","253,726","31,063","615,311","39,698","923,361","479,996","134,960",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/1998,A,1.15,3.94,"807,741","33,243","21,552","655,009",0,"950,590","385,932","144,499",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/1999,A,1.2,3.82,"831,633","22,950","23,562","615,311","39,698","973,823","410,031","155,038",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/2000,A,1.09,3.13,"972,943","231,283","25,583","615,311","39,698","908,192","456,224","166,363",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/2001,A,1.02,2.01,"866,710","172,079","25,834","615,311","39,698","702,414","527,564","178,536",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/2002,A,1.26,1.89,"985,954","155,580","6,940","615,315","39,698","699,381","561,266","191,624",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/2003,A,0.97,1.97,"995,434","357,635","3,198","615,311","39,698","585,310","503,295","205,752",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/2004,A,1.01,1.54,"1,022,340","355,648","6,651","615,311","39,698","579,226","596,805","220,891",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/2005,A,0.93,1.6,"900,934","287,382","5,552","615,311","39,698","641,118","638,090","237,174",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/2006,A,1,1.63,"850,207","188,143","8,520","655,009",0,"649,885","652,504","254,692",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/2007,A,1.03,1.54,"856,290","135,964","21,449","533,734","145,560","1,040,929","978,998","304,191",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
740,12/5/1973,1275,507,146,SEC236,12/31/2008,A,1.29,1.03,"1,166,341","167,739","8,280","770,562",0,"527,876","840,053","326,601",0,"213,085","31,461","181,624",0,0,0,"178,908","178,908",0,38,4,0,"9,460,360","213,085",215,88,127,0,0,0,215,0,0,11,0,1.9,0,83,78,47,7,0,0
