rm_key,Loan_Closed_Date,census_block_order_key,foa_mgmt_co_dim_key,owner_key,Principal Program Detail Code,Stmt_date,Financial Rating Letter Grade,DSC_Ratio_II,Current_Ratio,Total Total Funds Flow Prior to CE & D/S (Line 62),Total Replacement Reserve Reimbursements (Line 18A),Total Interest Income Earned on R/R and Special Escrow (Line 78),Total Gross Debt Service - Mortgage (MHFA) (Line 66),Total Gross Debt Service - Energy Loans (Line 68),Total Current Assets (Line 230),Total Current Liabilities (Line 280),Current Portion of Mortgage Payable (Line 251),Notes & Advances - due within 1 year (Line 252),Gross Sf Residential,Gross Sf Residential Communal,Gross Sf Residential Noncommunal,Gross Sf Commercial,Gross Sf Unfinished Space,Gross Sf Parking Structure,Square Footage Net Rentable,Square Footage Residential Net Rentable,Square Footage Commercial Net Rentable,Number Of Buildings,Number Of Predominant Stories,Number Of Elevators,Total Gross Sf Land,Total Gross Sf Buildings,Total Rental Units,Low Income Rental Units,Moderate Income Rental Units,Market Rate Rental Units,Non_revenue Rental Units,Elderly Restricted Rental Units,Unrestricted Rental Units,Student Rental Units,Other Restricted Rental Units,Fully Access Handicapped Rental Units,Partially Access Handicapped Rental Units,Average Bedroom Density,Studio Rental Units,One Bedroom Rental Units,Two Bedroom Rental Units,Three Bedroom Rental Units,Four Bedroom Rental Units,Five Bedroom Rental Units,Six Bedroom Rental Units
221,4/8/2005,696,483,158,S8NCON,12/31/2010,A,1.18,2.41,"773,048","171,403","1,324","508,367",0,"363,699","211,782","60,593",0,0,,,,,,,,,1,8,2,,0,151,150,0,0,1,151,0,0,0,15,0,1.1,0,136,15,0,0,0,0
225,1/23/2004,711,401,68,S8NCON,12/31/2004,B,1.84,0,"1,055,944",0,0,"573,062",0,0,0,0,0,"155,000",,"155,000",,,,0,,,1,3,3,,"155,000",160,159,0,0,1,159,1,0,0,160,0,0.76,40,119,1,0,0,0,0
225,1/23/2004,711,401,68,S8NCON,9/30/2005,A,1.25,4.29,"1,103,248","328,965","9,697","613,800",0,"554,120","194,450","65,412",0,"155,000",,"155,000",,,,0,,,1,3,3,,"155,000",160,159,0,0,1,159,1,0,0,160,0,0.76,40,119,1,0,0,0,0
225,1/23/2004,711,401,68,S8NCON,12/31/2006,A,1.12,1.81,"1,156,944","455,937","11,107","613,800",0,"499,858","345,912","69,254",0,"155,000",,"155,000",,,,0,,,1,3,3,,"155,000",160,159,0,0,1,159,1,0,0,160,0,0.76,40,119,1,0,0,0,0
225,1/23/2004,711,401,68,S8NCON,9/30/2007,C,1,1.08,"744,220","125,000","6,812","613,800",0,"425,912","466,705","73,320",0,"155,000",,"155,000",,,,0,,,1,3,3,,"155,000",160,159,0,0,1,159,1,0,0,160,0,0.76,40,119,1,0,0,0,0
225,1/23/2004,711,401,68,S8NCON,9/30/2008,A,1.14,2.48,"830,457","125,000","5,099","612,078",0,"318,130","206,039","77,626",0,"155,000",,"155,000",,,,0,,,1,3,3,,"155,000",160,159,0,0,1,159,1,0,0,160,0,0.76,40,119,1,0,0,0,0
225,1/23/2004,711,401,68,S8NCON,9/30/2009,A,1.14,2.18,"897,249","199,640","2,099","611,006",0,"280,395","211,054","82,183",0,"155,000",,"155,000",,,,0,,,1,3,3,,"155,000",160,159,0,0,1,159,1,0,0,160,0,0.76,40,119,1,0,0,0,0
225,1/23/2004,711,401,68,S8NCON,9/30/2010,A,1.12,1.44,"845,645","160,585",963,"611,313",0,"284,482","284,233","87,013",0,"155,000",,"155,000",,,,0,,,1,3,3,,"155,000",160,159,0,0,1,159,1,0,0,160,0,0.76,40,119,1,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/1995,B,1,0.82,"469,704","28,891","32,310","343,989","64,070","303,391","462,907","50,282","41,761","105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/1996,B,1.04,0.96,"498,999","36,430","37,413","343,989","64,070","471,890","589,592","54,913","44,685","105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/1997,A,1.04,1.19,"512,130","45,145","44,313","343,989","64,070","641,717","646,809","59,971","47,813","105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/1998,A,1.13,1.44,"570,952","68,546","41,205","343,988","64,069","793,741","668,701","65,495","51,160","105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/1999,A,1.07,1.75,"551,106","106,843","44,142","343,989","29,653","979,428","686,975","71,528","54,741","105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2000,A,1.5,1.62,"707,173","50,658","47,238","341,599","64,069","718,870","580,428","78,116","58,573","105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2001,A,1.42,1.23,"618,389","12,474","26,360","343,989","64,070","442,082","463,786","85,312","19,959","105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2002,B,1.14,0.82,"443,984","39,959","12,338","343,989",0,"293,735","449,694","93,270",0,"105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2003,B,1.23,0.84,"466,395","33,993","7,731","343,989",0,"171,810","305,352","101,752",0,"105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2004,F,0.82,0.71,"374,495","86,832","4,914","343,989",0,"159,561","336,491","111,124",0,"105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2005,F,0.55,0.44,"325,113","132,249","4,318","343,989",0,"201,696","575,142","121,352",0,"105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2006,F,0.85,0.35,"465,804","168,731","4,288","343,989",0,"136,713","523,353","132,538",0,"105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2007,F,0.73,0.32,"349,228","96,571","3,254","343,989",0,"155,896","637,492","144,746",0,"105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2008,D,0.98,0.33,"411,113","72,568","1,846","343,954",0,"146,844","599,830","158,079",0,"105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2009,B,1.26,0.4,"501,560","67,963",877,"343,989",0,"154,698","563,805","172,639",0,"105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
724,1/2/1974,177,97,125,RADDEC,12/31/2010,B,1.12,0.67,"533,703","146,512",334,"343,989",0,"282,517","611,261","188,541",0,"105,480",0,"105,480",0,0,0,"80,475","80,475",0,1,12,2,0,"105,480",145,37,108,0,0,145,0,0,0,0,0,0.81,27,118,0,0,0,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/1995,B,1.06,0.61,"505,517","80,201","14,292","386,988",0,"59,652","166,457","68,518",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/1996,D,0.85,0.77,"378,598","35,630","12,709","386,988",0,"115,440","223,159","73,374",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/1997,C,0.97,0.69,"444,122","56,288","11,160","386,988",0,"103,284","227,408","78,784",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/1998,B,1.04,0.67,"594,127","185,621","6,778","386,987",0,"143,365","298,277","84,597",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/1999,B,1.29,0.55,"516,772","19,240","2,858","382,502",0,"83,233","241,011","90,847",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2000,C,0.91,0.54,"509,821","151,915","4,722","386,988",0,"103,594","288,734","97,417",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2001,C,0.94,0.35,"415,317","47,704","5,505","386,988",0,"83,417","344,883","104,629",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2002,A,1.14,1.11,"493,363","44,237","6,519","386,987",0,"144,387","242,897","112,554",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2003,A,1.07,1.35,"579,923","124,457","16,144","410,488",0,"127,696","213,151","118,785",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2004,A,1.41,2.09,"864,180",0,"3,941","612,144",0,"1,213,363","722,848","143,258",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2005,A,1.41,3.54,"887,254","10,775","11,797","612,144",0,"529,371","303,490","153,917",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2006,A,1.08,2.27,"764,750","91,628","9,824","612,144",0,"356,219","322,361","165,384",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2007,A,1.3,2.36,"887,063","81,501","9,876","612,144",0,"394,831","344,772","177,721",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2008,A,1.31,3.1,"894,776","85,746","5,508","612,143",0,"373,717","311,629","190,996",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2009,A,1.44,3.37,"987,158","106,735","1,781","612,144",0,"463,081","342,754","205,284",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
727,8/29/1974,1149,122,125,236DEC,12/31/2010,A,1.45,2.68,"962,048","74,205",499,"612,144",0,"376,535","361,386","220,663",0,"112,688","19,944","92,744",0,0,0,"102,008","87,384","14,624",1,10,2,"44,785","112,688",108,27,81,0,0,0,108,0,0,5,0,1.58,0,56,43,7,2,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/1995,A,1.34,2.01,"1,171,020","158,861","13,502","746,620",0,"635,833","469,576","152,490",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/1996,A,1.1,1.96,"1,026,915","182,809","23,151","747,216",0,"695,773","517,779","163,254",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/1997,A,1.36,1.98,"1,058,881",0,"41,017","747,166",0,"698,397","527,947","174,836",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/1998,A,1,1.67,"1,267,623","495,085","28,142","747,216",0,"664,722","586,305","187,230",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/1999,A,1.33,1.9,"1,219,098","211,314","12,652","746,540",0,"850,140","648,755","200,443",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2000,A,2.06,7.65,"1,955,441","9,184","80,769","905,318",0,"7,629,863","1,324,367","327,189",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2001,A,1.18,2.37,"3,227,798","87,228","15,617","2,644,329",0,"2,259,582","1,303,215","350,522",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2002,A,1.13,1.86,"3,109,852","97,040","34,457","2,644,329",0,"1,540,585","1,203,478","376,018",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2003,A,1.01,2,"2,867,154","166,663","24,706","2,644,329",0,"1,486,550","1,131,680","388,373",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2004,A,1,2.26,"2,769,930","112,283","22,237","2,644,329",0,"1,352,584","1,014,715","416,703",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2005,D,0.91,0.82,"2,853,258","457,821","-19,750","2,644,329",0,"775,197","1,409,134","461,803",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2006,A,1.06,1.17,"3,068,456","239,578","19,648","2,644,329",0,"812,235","1,186,305","494,780",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2007,A,1.04,1.13,"3,176,180","418,532","15,738","2,644,329",0,"845,663","1,281,653","530,123",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2008,A,1.03,1.09,"2,978,496","254,498","4,996","2,644,329",0,"812,550","1,315,451","568,004",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2009,A,1.02,1.09,"2,823,437","124,906","1,059","2,644,329",0,"808,505","1,351,874","608,604",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
728,12/6/1972,707,122,50,SEC13A,12/31/2010,A,1.03,1.02,"2,816,357","98,096",601,"2,644,329",0,"807,370","1,445,443","652,119",0,"443,457","90,403","353,054",0,0,"3,492","366,480","366,480",0,28,3,0,"1,089,000","446,949",324,81,127,116,0,0,324,0,0,7,0,1.77,0,120,159,45,0,0,0
729,12/5/1973,366,49,85,SEC236,12/31/1995,F,0.75,0.82,"195,369",0,"2,740","257,801",0,"359,159","505,336","52,652","15,000","156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/1996,F,0.72,0.59,"284,096","75,382","10,048","277,004",0,"126,234","308,364","56,847","37,500","156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/1997,F,0.86,0.46,"271,143","40,232","9,741","257,837",0,"124,937","361,769","61,376","30,000","156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/1998,B,1.23,0.97,"353,995","28,262","7,999","257,837",0,"160,383","230,836","66,265",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/1999,A,1,1,"265,501",0,"8,477","256,033",0,"175,583","246,930","71,545",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2000,B,1.01,0.87,"271,313",0,"11,303","257,837",0,"209,909","319,302","77,245",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2001,D,0.74,0.71,"299,600","99,828","9,518","256,847",0,"199,163","362,248","83,399",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2002,F,0.83,0.73,"281,350","63,664","3,921","257,837",0,"218,519","388,892","90,043",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2003,F,0.88,0.89,"269,538","40,239","3,184","257,837",0,"222,124","347,656","97,217",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2004,F,0.69,0.66,"235,005","54,310","4,002","257,837",0,"264,942","503,772","104,962",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2005,C,0.82,2.05,"362,293","123,132","32,053","251,190",0,"819,877","514,074","113,324",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2006,A,0.98,3.07,"339,461","84,649","3,408","257,837",0,"589,401","314,196","122,353",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2007,A,1.06,5.67,"404,033","129,114","2,368","257,837",0,"524,854","224,637","132,100",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2008,A,0.93,4.02,"324,003","83,010","1,534","257,837",0,"479,385","261,817","142,625",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2009,A,0.92,3.01,"371,407","132,669",804,"257,837",0,"427,465","295,904","153,987",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
729,12/5/1973,366,49,85,SEC236,12/31/2010,A,1.21,6.49,"441,276","128,834",203,"257,837",0,"462,938","237,593","166,255",0,"156,000","3,600","152,400","2,000",0,0,"90,810","88,810","2,000",16,4,3,"79,688","158,000",127,59,68,0,0,0,127,0,0,0,0,1.92,8,45,38,25,7,4,0
730,1/24/1973,416,36,109,236DEC,12/31/1995,A,1.22,1.35,"704,160","137,131","14,528","453,920",0,"345,055","465,795","85,000","125,403","273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/1996,C,0.88,1.35,"470,705","58,189","11,577","453,920",0,"345,055","465,795","85,000","125,403","273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/1997,B,1.02,0.66,"734,180","257,385","11,842","453,947",0,"289,406","533,701","96,000",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/1998,B,1.01,0.44,"592,004","127,655","5,549","453,926",0,"202,985","562,189","106,000",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/1999,B,1.09,0.45,"621,216","124,597","3,736","453,920",0,"198,565","551,912","114,000",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2000,B,1.2,0.43,"652,450","101,991","7,330","453,920",0,"197,769","578,824","120,000",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2001,B,1.05,0,"574,536","53,526","3,860","491,746",0,0,0,0,0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2002,B,1.3,0.79,"635,185","41,911","1,399","453,920",0,"179,497","371,417","144,000",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2003,A,1.4,2.83,"634,901",0,990,"453,920",0,"552,585","349,527","154,000",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2004,A,1.48,4.14,"674,871",0,"1,931","453,920",0,"654,941","334,052","175,898",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2005,A,1.96,1.48,"1,014,096",0,"23,350","505,650",0,"1,288,540","873,250",1,0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
730,1/24/1973,416,36,109,236DEC,12/31/2006,A,1.19,3.73,"1,319,599","108,205","47,184","975,634",0,"1,225,417","552,906","224,515",0,"273,410","23,827","249,583",0,0,"1,493","251,967","251,967",0,29,3,0,"1,169,150","273,410",252,222,0,30,0,0,252,0,0,5,0,1.82,0,90,127,25,10,0,0
